Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat_Lon
E08249,LOC-MUM-01,A-01,0.0,09-01-2025 14:00,BDL,130.3,37.9,ug/m3,MAINT,"19.0763,72.8775"
E08250,LOC-BLR-01,A-01,,09-01-2025 14:00,244.1,144.8,97.1,ug/m3,MAINT,"12.9725,77.5939"
E08251,PL-01,S-01,4813.8,09-01-2025 14:15,115.4,182.9,106.3,ug/m3,MAINT,"13.0819,80.2707"
E08252,PL-01,S-02,3742.6,09-01-2025 14:15,96.8,18.7,191.9,ug/m3,OK,"13.0829,80.271"
E08254,PL-03,S-01,2357.7,09-01-2025 14:15,177.2,25.1,80.5,ug/m3,  OK  ,"12.9709,77.5945"
E08255,PL-03,S-02,4607.3,09-01-2025 14:15,< 5.0,59.3,,µg/m³,MAINT,"12.9726,77.5943"
E08256,PL-03,S-03,2749.6,09-01-2025 14:15,175.6,140.7,212.2,ug/m3,FAULT,"12.9709,77.5942"
E08257,LOC-DEL-01,A-01,,09-01-2025 14:15,148.7,< 2.0,140.1,ug/m3,MAINT,"28.6147,77.2081"
E08258,LOC-DEL-02,A-02,0,09-01-2025 14:15,153.2,< 2.0,< 2.0,ug/m3,OK,"28.6202,77.2141"
E08259,LOC-MUM-01,A-01,0.0,09-01-2025 14:15,,<2.0,57.9,ug/m3,FAULT,"19.0762,72.8771"
E08260,LOC-BLR-01,A-01,0.0,09-01-2025 14:15,93.8,-9.3,129.3,ug/m3,MAINT,"12.9718,77.5942"
E08261,PL-01,S-01,4242.8,09/01/2025 14:30,69.2,174.0,173.5,ug/m3,offline,"13.0833,80.2714"
E08262,PL-01,S-02,4704.5,09-01-2025 14:30,189.7,77.2,-4.8,ug/m3,OK,"13.0832,80.2716"
E08263,PL-02,S-01,3872.9,09-01-2025 14:30,124.5,15.0,156.2,µg/m³,,"19.0761,72.8779"
E08264,PL-03,S-01,3881.3,09-01-2025 14:30,< 5.0,112.9,175.5,ug/m3,MAINT,"12.9724,77.5955"
E08265,PL-03,S-02,4958.3,09-01-2025 14:30,-12.1,135.4,131.9,µg/m³,MAINT,"12.9712,77.5954"
E08266,PL-03,S-03,4586.0,09-01-2025 14:30,-12.9,129.4,167.7,ug/m3,offline,"12.9716,77.5946"
E08267,LOC-DEL-01,A-01,NULL,09/01/2025 14:30,128.1,247.9,150.9,ug/m3,MAINT,"28.6136,77.2089"
E08268,LOC-DEL-02,A-02,0,09-01-2025 14:30,128.5,64.4,101.5,ug/m3,OFFLINE,"28.6208,77.2142"
E08269,LOC-MUM-01,A-01,0.0,09-01-2025 14:30,193.8,147.3,145.0,ug/m3,error,"19.0753,72.8782"
E08270,LOC-BLR-01,A-01,NULL,09-01-2025 14:30,17.2,130.7,-14.8,ug/m3,offline,"12.9715,77.5952"
E08271,PL-01,S-01,1908.4,09-01-2025 14:45,73.0,150.0,62.6,ug/m3,MAINT,"13.0823,80.2713"
E08272,PL-01,S-02,2343.1,09-01-2025 14:45,109.3,124.9,176.3,ug/m3,FAULT,"13.0833,80.2703"
E08273,PL-02,S-01,1143.9,09-01-2025 14:45,170.8,115.2,BDL,ug/m3,OK,"19.0751,72.8772"
E08274,PL-03,S-01,3749.5,09-01-2025 14:45,28.8,161.3,116.3,ug/m3,OK,"12.9714,77.5945"
E08275,PL-03,S-02,4819.1,09-01-2025 14:45,94.7,213.2,136.3,ug/m3,  MAINT ,"12.972,77.5957"
E08276,PL-03,S-03,3176.2,09-01-2025 14:45,133.0,68.8,184.6,ug/m3,MAINT,"12.9714,77.5938"
E08277,LOC-DEL-01,A-01,0.0,08-01-2025 24:45,177.2,92.2,108.0,mg/Nm3,MAINT,"28.6143,77.2098"
E08278,LOC-DEL-02,A-02,,09-01-2025 14:45,75.1,141.4,129.4,ug/m3,FAULT,"28.6202,77.2152"
E08279,LOC-MUM-01,A-01,NULL,09-01-2025 14:45,195.7,185.5,138.6,µg/m³,FAULT,"19.076,72.8776"
E08280,LOC-BLR-01,A-01,NULL,09-01-2025 14:45,176.8,143.0,83.4,ug/m3,OK,"12.9708,77.595"
E08281,PL-01,S-01,1218.7,09-01-2025 15:00,208.4,148.5,48.0,ug/m3,MAINT,"13.083,80.2715"
E08282,PL-01,S-02,1397.0,09-01-2025 15:00,69.6,149.0,123.0,mg/Nm3,MAINT,"13.0833,80.2714"
E08283,PL-02,S-01,4261.6,09-01-2025 15:00,139.5,,162.9,ug/m3, Ok,"19.0765,72.8774"
E08284,PL-03,S-01,1591.7,09-01-2025 15:00,65.5,68.0,170.4,ug/m3,OK,"12.9719,77.5943"
E08285,PL-03,S-02,3532.0,09-01-2025 15:00,-10.9,130.4,-2.8,ug/m3,OK,"12.9712,77.5947"
E08286,PL-03,S-03,2461.1,09-01-2025 15:00,158.5,15.0,118.2,ug/m3,OK,"12.9728,77.5951"
E08287,LOC-DEL-01,A-01,0,09-01-2025 15:00,,153.1,148.8,ug/m3,MAINT,"28.6133,77.2082"
E08288,LOC-DEL-02,A-02,0.0,09-01-2025 15:00,157.0,70.4,98.1,ug/m3,OK,"28.6194,77.2143"
E08289,LOC-MUM-01,A-01,0,09-01-2025 15:00,69.8,119.4,164.7,ug/m3,FAULT,"19.0761,72.8785"
E08290,LOC-BLR-01,A-01,,09-01-2025 15:00,106.3,15.0,250.4,µg/m³,FAULT,"12.9707,77.5939"
E08291,PL-01,S-01,1928.5,09-01-2025 15:15,-13.8,199.4,167.5,ug/m3,MAINT,"13.0834,80.2704"
E08292,PL-01,S-02,2877.1,09-01-2025 15:15,81.9,116.7,< 5.0,µg/m³,OK,"13.0833,80.2712"
E08294,PL-03,S-01,3196.9,09-01-2025 15:15,258.4,120.3,64.6,ug/m3,FAULT,"12.972,77.5952"
E08295,PL-03,S-02,2563.4,09-01-2025 15:15,188.1,135.5,114.0,ug/m3,offline,"12.971,77.5945"
E08296,PL-03,S-03,2233.7,09-01-2025 15:15,255.5,113.5,58.4,mg/Nm3,OK,"12.9711,77.5958"
E08297,LOC-DEL-01,A-01,0.0,09-01-2025 15:15,-4.4,109.3,157.1,ug/m3,down,"28.6132,77.2089"
E08298,LOC-DEL-02,A-02,NULL,09-01-2025 15:15,126.3,67.1,64.3,ug/m3,MAINT,"28.6194,77.2142"
E08299,LOC-MUM-01,A-01,NULL,09-01-2025 15:15,155.4,154.8,152.7,ug/m3,maintenance,"19.0759,72.8779"
E08300,LOC-BLR-01,A-01,0,09-01-2025 15:15,,112.5,193.3,ug/m3, fault ,"12.9724,77.5941"
E08301,PL-01,S-01,4955.6,09-01-2025 15:30,< 2.0,< 4.0,15.0,ug/m3,MAINT,"13.083,80.27"
E08302,PL-01,S-02,1870.9,09-01-2025 15:30,-7.1,93.1,38.3,ug/m3, maint,"13.0827,80.2722"
E08304,PL-03,S-01,4863.1,09-01-2025 15:30,51.2,135.2,194.8,ug/m3,MAINT,"12.9708,77.5947"
E08305,PL-03,S-02,3699.3,09/01/2025 15:30,24.3,125.8,68.0,ug/m3,Error 404,"12.9714,77.5943"
E08306,PL-03,S-03,2146.5,09-01-2025 15:30,119.6,< 5.0,BDL,ug/m3,MAINT,"12.9718,-999.0"
E08307,LOC-DEL-01,A-01,NULL,09-01-2025 15:30,8500.0,7777.0,129.9,ug/m3, maint,"28.6135,77.2083"
E08308,LOC-DEL-02,A-02,,09-01-2025 15:30,45.3,113.5,-13.0,ug/m3,FAULT,"28.6209,77.2142"
E08309,LOC-MUM-01,A-01,NULL,09-01-2025 10:00 UTC,190.1,-4.8,119.4,ug/m3,MAINT,"19.0756,72.8781"
E08310,LOC-BLR-01,A-01,0.0,09-01-2025 15:30,21.5,93.8,102.9,ug/m3,OK,"12.9721,77.5939"
E08311,PL-01,S-01,3459.8,09-01-2025 15:45,213.1,-11.1,127.9,ug/m3,MAINT,"13.083,80.2709"
E08312,PL-01,S-02,1490.4,09-01-2025 15:45,94.1,217.2,185.4,ug/m3,MAINT,"13.0824,80.2709"
E08313,PL-02,S-01,3293.5,2025-01-09 15:45:00,185.7,58.2,BDL,ug/m3,ok ,"19.0768,72.8784"
E08314,PL-03,S-01,2060.3,09-01-2025 15:45,83.6,134.5,170.6,ug/m3,  MAINT ,"12.9716,77.5939"
E08315,PL-03,S-02,3516.4,09-01-2025 15:45,-3.7,47.1,127.5,µg/m³,OK,"12.9728,77.5952"
E08316,PL-03,S-03,4620.5,09-01-2025 15:45,72.8,27.6,9999.0,mg/Nm3,MAINT,"12.9712,77.5941"
E08317,LOC-DEL-01,A-01,,09-01-2025 15:45,153.3,67.5,<2.0,ug/m3,FAULT,"28.6142,77.2084"
E08318,LOC-DEL-02,A-02,0.0,09-01-2025 15:45,15.0,137.6,127.8,ug/m3,MAINT,"28.6203,77.2145"
E08319,LOC-MUM-01,A-01,,09-01-2025 15:45,167.4,74.7,158.3,ug/m3,MAINT,"19.0761,72.8785"
E08320,LOC-BLR-01,A-01,0,09-01-2025 15:45,97.4,37.1,226.5,ug/m3,MAINT,"12.9708,77.5956"
E08321,PL-01,S-01,1203.3,09-01-2025 16:00,138.5,47.8,109.1,ug/m3, fault ,"13.0822,80.2716"
E08322,PL-01,S-02,2829.9,08-01-2025 24:00,128.6,20.6,212.5,ug/m3,MAINT,"13.0827,80.2711"
E08323,PL-02,S-01,1236.1,09-01-2025 16:00,175.9,-7.6,136.8,mg/Nm3,MAINT,"19.0762,72.8768"
E08324,PL-03,S-01,3260.7,09-01-2025 16:00,152.7,<5.0,88.9,µg/m³,FAULT,"12.9713,77.5941"
E08325,PL-03,S-02,4066.9,09-01-2025 16:00,15.0,169.6,125.5,ug/m3,down,"12.973,77.5955"
E08326,PL-03,S-03,3102.2,09-01-2025 16:00,-4.9,165.9,77.2,ug/m3,FAULT,"12.9727,77.5942"
E08327,LOC-DEL-01,A-01,NULL,09-01-2025 16:00,173.4,141.9,163.1,ug/m3,MAINT,"28.6149,77.2092"
E08328,LOC-DEL-02,A-02,0,09-01-2025 16:00,93.7,91.6,BDL,ug/m3,OK,"28.6192,77.2149"
E08329,LOC-MUM-01,A-01,NULL,09-01-2025 16:00,46.4,170.6,98.3,ug/m3,FAULT,"19.0761,72.8778"
E08330,LOC-BLR-01,A-01,0.0,09-01-2025 16:00,165.0,99.8,-1.1,ug/m3,FAULT,"12.9709,77.5954"
E08331,PL-01,S-01,1330.1,09-01-2025 16:15,158.5,102.1,135.0,ug/m3,OK,"13.0833,80.2708"
E08332,PL-01,S-02,2868.0,09-01-2025 16:15,47.8,133.8,145.5,ug/m3,FAULT,"13.0823,80.2708"
E08333,PL-02,S-01,3925.3,09-01-2025 16:15,35.1,144.8,45.7,ug/m3,FAULT,"19.0752,72.878"
E08334,PL-03,S-01,1837.6,09-01-2025 16:15,103.4,146.0,96.5,ug/m3,FAULT,"12.9717,77.594"
E08335,PL-03,S-02,3386.5,09-01-2025 16:15,139.5,165.0,133.5,ug/m3,  OK  ,"12.9712,77.5948"
E08336,PL-03,S-03,1696.1,09-01-2025 16:15,126.8,197.7,166.8,ug/m3,Error 404,"12.9711,77.5946"
E08337,LOC-DEL-01,A-01,,09-01-2025 16:15,103.1,115.4,108.2,mg/Nm3,FAULT,"28.6144,77.2088"
E08338,LOC-DEL-02,A-02,NULL,09-01-2025 16:15,61.4,240.3,148.7,ug/m3,OK,"28.6208,77.2151"
E08340,LOC-BLR-01,A-01,NULL,09-01-2025 16:15,BDL,-10.5,176.2,ug/m3,OK,"12.9721,77.5941"
E08341,PL-01,S-01,3492.7,09-01-2025 16:30,80.8,152.9,-12.6,µg/m³,FAULT,"13.0824,80.2716"
E08342,PL-01,S-02,2899.4,09-01-2025 16:30,184.1,130.4,165.2,ug/m3,FAULT,"13.0824,80.271"
E08343,PL-02,S-01,1477.9,09-01-2025 16:30,152.9,120.2,173.6,ug/m3,DOWN  ,"19.0761,72.8786"
E08344,PL-03,S-01,3408.3,09-01-2025 16:30,219.1,31.7,102.1,ug/m3,OK,12.9716;77.5946
E08345,PL-03,S-02,2644.5,09-01-2025 16:30,137.2,187.0,150.2,ug/m3,MAINT,"12.9724,77.5954"
E08346,PL-03,S-03,3305.6,09-01-2025 11:00 UTC,61.2,87.6,64.7,ug/m3,OK,"12.9724,77.5957"
E08347,LOC-DEL-01,A-01,NULL,09-01-2025 16:30,59.3,279.4,76.5,µg/m³, maint,"28.6135,77.2083"
E08348,LOC-DEL-02,A-02,0.0,09-01-2025 16:30,102.0,164.1,33.8,ug/m3,maintenance,"28.6198,77.2156"
E08349,LOC-MUM-01,A-01,NULL,09-01-2025 16:30,98.2,-13.2,15.0,ug/m3,offline,"19.0762,72.8779"
E08350,LOC-BLR-01,A-01,NULL,09-01-2025 16:30,191.9,85.1,15.0,ug/m3,OK,"12.9724,77.5941"
E08351,PL-01,S-01,3646.5,09-01-2025 16:45,112.7,116.7,161.3,µg/m³,MAINT,"13.0829,80.2716"
E08352,PL-01,S-02,3797.3,09-01-2025 16:45,163.2,105.7,107.2,mg/Nm3,MAINT,"13.0827,80.2705"
E08353,PL-02,S-01,4005.1,09-01-2025 16:45,194.4,15.0,185.4,ug/m3,MAINT,"19.0764,72.8785"
E08354,PL-03,S-01,1355.4,09-01-2025 16:45,80.2,186.9,164.9,ug/m3,FAULT,"12.9715,77.594"
E08355,PL-03,S-02,1618.6,09-01-2025 16:45,33.2,BDL,59.4,ug/m3,MAINT,"12.9715,77.5947"
E08356,PL-03,S-03,4785.8,09-01-2025 16:45,83.1,129.7,205.6,ug/m3, fault ,"12.9718,77.594"
E08357,LOC-DEL-01,A-01,,09-01-2025 16:45,135.6,158.2,140.7,ug/m3,DOWN  ,"28.6133,77.2081"
E08358,LOC-DEL-02,A-02,0,09-01-2025 16:45,106.4,63.0,48.1,ug/m3,FAULT,"28.6195,77.2145"
E08359,LOC-MUM-01,A-01,0.0,09-01-2025 16:45,72.3,233.8,140.3,ug/m3,OK,"19.0767,72.8777"
E08360,LOC-BLR-01,A-01,0,09-01-2025 16:45,106.8,153.6,42.7,ug/m3,MAINT,"12.9718,77.5948"
E08361,PL-01,S-01,4504.3,09-01-2025 17:00,222.1,106.1,130.9,ug/m3,MAINT,"13.0827,80.2713"
E08362,PL-01,S-02,1732.4,09-01-2025 17:00,36.2,113.3,,ug/m3,OK,"13.0835,80.2707"
E08363,PL-02,S-01,1189.1,09-01-2025 17:00,68.9,178.4,145.1,ug/m3, Ok,"19.076,72.8771"
E08364,PL-03,S-01,4195.9,09-01-2025 17:00,80.2,,15.0,mg/Nm3,FAULT,"12.9722,77.5949"
E08365,PL-03,S-02,4542.5,09-01-2025 17:00,191.5,-13.3,279.4,ug/m3,FAULT,"12.9715,77.5946"
E08367,LOC-DEL-01,A-01,0,09-01-2025 17:00,151.6,56.9,145.2,ug/m3,FAULT,"28.6134,77.2094"
E08368,LOC-DEL-02,A-02,,09-01-2025 17:00,150.2,59.7,100.3,ug/m3,maintenance,"28.6194,77.2151"
E08369,LOC-MUM-01,A-01,,09-01-2025 17:00,200.0,217.1,236.3,ug/m3,FAULT,"72.8777,19.076"
E08370,LOC-BLR-01,A-01,0,09-01-2025 17:00,178.5,104.3,109.1,ug/m3,OK,"12.971,77.5947"
E08371,PL-01,S-01,4132.3,09-01-2025 17:15,148.8,130.9,230.6,mg/Nm3,MAINT,"13.0831,80.2712"
E08372,PL-01,S-02,4809.4,09-01-2025 17:15,198.7,47.8,<5.0,ug/m3,FAULT,"13.083,80.2705"
E08373,PL-02,S-01,3220.5,08-01-2025 24:15,,25.8,260.7,ug/m3,MAINT,"19.0767,72.8781"
E08374,PL-03,S-01,2227.4,09-01-2025 17:15,223.6,235.1,<5.0,µg/m³,MAINT,"12.9711,77.5944"
E08375,PL-03,S-02,4607.7,09-01-2025 17:15,148.1,66.9,220.4,ug/m3,OK,"12.9719,77.5954"
E08376,PL-03,S-03,3961.7,09-01-2025 17:15,89.6,58.5,97.2,ug/m3,MAINT,"12.9712,77.594"
E08377,LOC-DEL-01,A-01,0,09-01-2025 17:15,107.6,103.4,6500.0,ug/m3,MAINT,"28.6145,77.2095"
E08378,LOC-DEL-02,A-02,0.0,09-01-2025 17:15,138.0,34.6,72.0,µg/m³,offline,"28.6205,77.2153"
E08379,LOC-MUM-01,A-01,0.0,09-01-2025 17:15,121.1,245.5,115.7,ug/m3,FAULT,"19.0753,72.8777"
E08380,LOC-BLR-01,A-01,,09-01-2025 17:15,71.8,159.5,155.9,ug/m3,  MAINT ,"12.971,77.5943"
E08381,PL-01,S-01,4166.3,09-01-2025 17:30,117.5,25.0,92.9,µg/m³, maint,"13.0835,80.2701"
E08382,PL-01,S-02,3932.3,09-01-2025 17:30,<2.0,84.6,-13.8,ug/m3,OK,"13.0834,80.2708"
E08383,PL-02,S-01,1713.1,09-01-2025 17:30,9999.0,93.7,183.8,µg/m³,OK,"19.0756,72.8768"
E08384,PL-03,S-01,1042.6,09-01-2025 17:30,229.3,95.8,111.9,ug/m3,OK,"12.9718,77.5954"
E08385,PL-03,S-02,4406.5,08-01-2025 24:30,54.1,149.0,8500.0,ug/m3,FAULT,"12.9719,77.5941"
E08386,PL-03,S-03,1240.3,09-01-2025 17:30,95.8,175.6,-5.1,ug/m3,MAINT,"12.9708,77.5944"
E08388,LOC-DEL-02,A-02,NULL,09-01-2025 17:30,95.8,-14.5,67.8,µg/m³,OK,"28.6201,77.2146"
E08389,LOC-MUM-01,A-01,NULL,09-01-2025 17:30,116.5,304.2,119.8,ug/m3,FAULT,"19.0758,72.8777"
E08390,LOC-BLR-01,A-01,,09-01-2025 17:30,140.4,104.6,146.5,ug/m3,MAINT,"12.9719,77.5953"
E08391,PL-01,S-01,4889.0,09-01-2025 17:45,238.8,115.5,127.5,ug/m3,DOWN  ,"13.0826,80.2709"
E08392,PL-01,S-02,2661.3,09-01-2025 17:45,-4.2,79.0,128.0,ug/m3, ok ,"13.0832,80.2705"
E08393,PL-02,S-01,3331.6,09-01-2025 17:45,97.9,126.1,162.8,ug/m3,offline,"19.0758,72.8786"
E08394,PL-03,S-01,3688.1,09-01-2025 17:45,106.1,79.2,129.3,ug/m3,OK,"12.971,77.5952"
E08395,PL-03,S-02,3323.3,09-01-2025 17:45,216.8,,111.3,ug/m3,FAULT,"12.9726,77.5953"
E08396,PL-03,S-03,3479.3,09-01-2025 17:45,< 5.0,BDL,76.3,ug/m3,Error 404,"12.9722,77.5943"
E08397,LOC-DEL-01,A-01,,08-01-2025 24:45,15.0,196.9,153.3,ug/m3,error,"28.6131,77.2089"
E08398,LOC-DEL-02,A-02,0.0,09-01-2025 17:45,139.1,117.9,100.1,ug/m3, Ok,"28.6192,77.2149"
E08399,LOC-MUM-01,A-01,0,09-01-2025 17:45,194.5,139.1,178.7,ug/m3,OK,"19.076,-999.0"
E08400,LOC-BLR-01,A-01,0.0,09-01-2025 17:45,,105.0,49.1,ug/m3,FAULT,"12.9724,77.5943"
E08401,PL-01,S-01,4795.6,09-01-2025 18:00,7777.0,162.2,92.6,ug/m3,FAULT,"13.0828,80.2713"
E08402,PL-01,S-02,3207.5,09-01-2025 18:00,15.0,190.3,168.8,µg/m³,FAULT,"13.083,80.2704"
E08403,PL-02,S-01,3449.4,09-01-2025 18:00,230.1,210.2,135.7,mg/Nm3,,"19.0769,72.8781"
E08404,PL-03,S-01,4288.0,09-01-2025 18:00,129.0,97.8,147.8,ug/m3,OK,"12.971,77.5955"
E08405,PL-03,S-02,4764.3,09-01-2025 18:00,-2.2,43.9,163.8,ug/m3,OK,"12.9729,77.5944"
E08406,PL-03,S-03,3777.9,09-01-2025 18:00,110.7,45.1,119.8,ug/m3,DOWN  ,"12.9712,77.5946"
E08407,LOC-DEL-01,A-01,0.0,09-01-2025 18:00,56.0,182.9,65.6,mg/Nm3,FAULT,"28.6142,77.2094"
E08408,LOC-DEL-02,A-02,NULL,09-01-2025 18:00,83.5,164.2,63.9,ug/m3, fault ,"28.6208,77.2156"
E08409,LOC-MUM-01,A-01,,09-01-2025 18:00,15.0,135.0,79.5,ug/m3,OFFLINE,"19.0751,72.8774"
E08410,LOC-BLR-01,A-01,0,09-01-2025 18:00,15.0,157.4,108.8,ug/m3,MAINT,"12.9714,77.5952"
E08411,PL-01,S-01,4924.3,09-01-2025 18:15,126.0,126.0,15.0,ug/m3,offline,"13.0834,80.2716"
E08412,PL-01,S-02,2081.7,09-01-2025 18:15,74.6,99.9,156.3,ug/m3,MAINT,"13.083,80.2718"
E08413,PL-02,S-01,4526.0,09-01-2025 18:15,132.2,142.2,221.0,mg/Nm3,FAULT,"19.0752,72.877"
E08414,PL-03,S-01,1694.6,09-01-2025 18:15,220.4,177.6,139.6,µg/m³,FAULT,"12.9706,77.595"
E08415,PL-03,S-02,2130.4,09-01-2025 18:15,122.8,24.3,BDL,ug/m3,down,"12.9726,77.5941"
E08416,PL-03,S-03,4826.9,09/01/2025 18:15,114.6,118.9,115.9,ug/m3,OK,"12.9708,77.5943"
E08417,LOC-DEL-01,A-01,NULL,09-01-2025 18:15,102.3,53.6,141.3,ug/m3, Ok,"28.6133,77.2085"
E08418,LOC-DEL-02,A-02,0,09-01-2025 18:15,140.7,35.6,162.0,µg/m³,ok ,"28.6205,77.2159"
E08419,LOC-MUM-01,A-01,0.0,09-01-2025 18:15,86.7,142.3,70.4,mg/Nm3, Ok,"19.0759,72.8768"
E08420,LOC-BLR-01,A-01,NULL,09-01-2025 18:15,61.7,185.6,133.4,ug/m3,MAINT,"12.9712,77.5953"
E08421,PL-01,S-01,3578.7,09-01-2025 18:30,170.4,162.6,179.7,ug/m3,OK,"13.0836,80.2705"
E08422,PL-01,S-02,2726.7,09-01-2025 18:30,-8.7,<4.0,-13.3,ug/m3,FAULT,"13.0839,80.2702"
E08423,PL-02,S-01,3271.7,09-01-2025 18:30,133.6,< 5.0,105.5,ug/m3,FAULT,"19.0762,72.8782"
E08424,PL-03,S-01,3169.9,09-01-2025 18:30,35.5,100.6,196.2,ug/m3,OK,"12.9724,77.5949"
E08425,PL-03,S-02,2281.5,09-01-2025 18:30,180.3,32.1,77.7,ug/m3,OK,"12.9727,77.5959"
E08426,PL-03,S-03,2440.1,09-01-2025 18:30,-14.0,177.6,41.2,ug/m3,MAINT,"12.9724,77.5948"
E08427,LOC-DEL-01,A-01,0.0,09-01-2025 18:30,215.3,107.2,112.8,ug/m3,FAULT,"28.6144,77.2087"
E08430,LOC-BLR-01,A-01,NULL,09-01-2025 18:30,174.6,15.0,<2.0,µg/m³,FAULT,"12.9717,77.5946"
E08431,PL-01,S-01,3283.4,09-01-2025 18:45,147.7,104.5,84.4,ug/m3,OK,"13.0832,80.2707"
E08432,PL-01,S-02,4049.5,09-01-2025 18:45,80.1,58.7,140.8,mg/Nm3,FAULT,"13.083,80.2711"
E08433,PL-02,S-01,4763.4,09-01-2025 18:45,162.3,126.6,222.8,ug/m3,OFFLINE,"19.077,72.8785"
E08434,PL-03,S-01,3153.6,08-01-2025 24:45,134.5,50.2,102.1,ug/m3,MAINT,"12.9724,77.5937"
E08435,PL-03,S-02,2942.1,09-01-2025 18:45,156.7,218.8,41.9,µg/m³,FAULT,"12.9723,77.5945"
E08436,PL-03,S-03,1632.4,09-01-2025 18:45,260.2,163.2,145.8,ug/m3,MAINT,"12.9718,77.5946"
E08437,LOC-DEL-01,A-01,0,08-01-2025 24:45,100.8,126.6,143.7,ug/m3,FAULT,"28.6142,77.2094"
E08438,LOC-DEL-02,A-02,,09-01-2025 18:45,174.0,64.7,94.2,ug/m3,MAINT,"28.6199,77.2146"
E08439,LOC-MUM-01,A-01,0.0,09-01-2025 13:15 UTC,-1.3,< 2.0,126.7,ug/m3,OFFLINE,"19.0752,72.8768"
E08440,LOC-BLR-01,A-01,NULL,09-01-2025 18:45,99.4,89.8,165.0,µg/m³, maint,"12.9716,-999.0"
E08441,PL-01,S-01,1645.8,09-01-2025 19:00,103.9,131.0,-11.5,µg/m³,MAINT,"13.0825,80.27"
E08442,PL-01,S-02,4895.2,09-01-2025 19:00,61.8,90.1,144.9,µg/m³,down,"13.082,80.2712"
E08443,PL-02,S-01,2263.0,09-01-2025 13:30 UTC,179.3,-14.9,120.0,ug/m3,FAULT,"19.0768,72.8781"
E08444,PL-03,S-01,2286.6,09-01-2025 19:00,92.9,188.4,42.4,ug/m3,MAINT,"12.9722,77.5942"
E08445,PL-03,S-02,4656.6,09-01-2025 19:00,128.1,< 5.0,149.0,ug/m3,error,"12.9722,77.5955"
E08446,PL-03,S-03,4118.5,09-01-2025 19:00,-10.7,62.1,145.8,ug/m3,Error 404,"12.9708,77.5949"
E08447,LOC-DEL-01,A-01,NULL,09-01-2025 19:00,68.9,-11.5,152.1,µg/m³,MAINT,"28.614,77.2094"
E08448,LOC-DEL-02,A-02,0,09-01-2025 19:00,166.7,98.2,112.6,ug/m3,FAULT,"28.6207,77.2159"
E08449,LOC-MUM-01,A-01,0,09-01-2025 19:00,94.8,15.0,42.3,ug/m3,OFFLINE,"19.0768,72.8786"
E08450,LOC-BLR-01,A-01,0.0,09-01-2025 19:00,79.8,62.4,143.2,ug/m3,FAULT,"12.9711,77.594"
E08451,PL-01,S-01,4119.5,09-01-2025 19:15,117.7,,135.8,ug/m3,,"13.0829,80.2703"
E08452,PL-01,S-02,2625.0,09-01-2025 19:15,150.3,,103.0,ug/m3,FAULT,"13.0826,80.2715"
E08453,PL-02,S-01,2301.1,09-01-2025 19:15,199.2,136.5,111.2,ug/m3, maint,"19.0753,72.8779"
E08454,PL-03,S-01,1050.9,09-01-2025 19:15,123.6,78.5,46.0,ug/m3,OK,"12.9706,77.5939"
E08455,PL-03,S-02,3544.9,09-01-2025 13:45 UTC,BDL,84.3,199.7,ug/m3,ok ,"12.972,77.5955"
E08456,PL-03,S-03,2014.2,09-01-2025 19:15,149.8,174.9,152.3,ug/m3,OK,"12.9714,77.5949"
E08457,LOC-DEL-01,A-01,,09-01-2025 19:15,25.3,< 2.0,115.0,ug/m3,MAINT,"28.613,77.208"
E08458,LOC-DEL-02,A-02,0,09/01/2025 19:15,151.0,-6.4,-5.5,ug/m3,MAINT,"28.6198,77.2144"
E08459,LOC-MUM-01,A-01,0,09-01-2025 19:15,99.6,56.0,221.0,ug/m3,OFFLINE,"19.0764,72.877"
E08460,LOC-BLR-01,A-01,0.0,09-01-2025 19:15,140.5,15.0,81.4,ug/m3,OFFLINE,"12.9715,77.5938"
E08461,PL-01,S-01,4774.1,09-01-2025 19:30,113.1,86.9,76.2,mg/Nm3,MAINT,"13.0817,80.2712"
E08462,PL-01,S-02,3480.6,09-01-2025 19:30,156.7,120.8,208.8,µg/m³,,"13.0839,80.2721"
E08463,PL-02,S-01,2613.7,09-01-2025 19:30,197.6,15.0,69.3,ug/m3,offline,"19.0765,72.8783"
E08464,PL-03,S-01,4560.4,09-01-2025 19:30,114.8,130.9,131.4,ug/m3,maintenance,"12.9725,77.594"
E08465,PL-03,S-02,1559.1,09-01-2025 19:30,36.8,203.3,-15.0,ug/m3,OK,"12.9715,77.5958"
E08466,PL-03,S-03,2035.1,09-01-2025 19:30,181.1,89.1,178.0,ug/m3,FAULT,"12.9723,77.5957"
E08467,LOC-DEL-01,A-01,NULL,09-01-2025 19:30,73.8,104.2,185.2,ug/m3,FAULT,"28.6145,77.2081"
E08469,LOC-MUM-01,A-01,0.0,09-01-2025 19:30,86.0,146.4,276.5,ug/m3,FAULT,"19.0759,72.877"
E08470,LOC-BLR-01,A-01,0,09/01/2025 19:30,142.4,15.0,175.5,ug/m3,MAINT,"12.9725,77.5944"
E08471,PL-01,S-01,4585.8,09-01-2025 19:45,167.0,96.3,130.7,ug/m3,FAULT,"13.0827,80.2714"
E08472,PL-01,S-02,1441.4,09-01-2025 19:45,189.6,149.3,120.0,ug/m3,Error 404,"13.083,80.2707"
