Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat,Lon,Source_Type,Exceedance_Flag
E24418,LOC-DEL-02,A-02,0.0,2025-01-26 10:15:00,,,,ug/m3,MAINT,28.621,77.2149,Ambient,OK
E24428,LOC-DEL-02,A-02,,2025-01-26 10:30:00,198.88888888888889,38.18181818181818,62.82828282828283,ug/m3,OK,28.6202,77.2146,Ambient,EXCEEDANCE
E24438,LOC-DEL-02,A-02,0.0,2025-01-26 10:45:00,,,,ug/m3,MAINT,28.6198,77.2148,Ambient,OK
E24448,LOC-DEL-02,A-02,0.0,2025-01-26 11:00:00,409.6,448.7,466.1,ug/m3,FAULT,28.6195,77.2147,Ambient,EXCEEDANCE
E24458,LOC-DEL-02,A-02,,2025-01-26 11:15:00,409.6,448.7,466.1,ug/m3,FAULT,28.6195,77.2141,Ambient,EXCEEDANCE
E24468,LOC-DEL-02,A-02,0.0,2025-01-26 11:30:00,239.69696969696972,24.141414141414142,176.06060606060606,ug/m3,OK,28.6208,77.2153,Ambient,EXCEEDANCE
E24488,LOC-DEL-02,A-02,,2025-01-26 12:00:00,153.83838383838386,211.8181818181818,209.1919191919192,ug/m3,FAULT,28.6197,77.2155,Ambient,EXCEEDANCE
E24498,LOC-DEL-02,A-02,0.0,2025-01-26 12:15:00,110.80808080808082,156.06060606060606,183.43434343434342,ug/m3,FAULT,28.6196,77.214,Ambient,EXCEEDANCE
E24508,LOC-DEL-02,A-02,,2025-01-26 12:30:00,145.45454545454547,115.75757575757575,50.90909090909091,ug/m3,FAULT,28.619,77.2155,Ambient,EXCEEDANCE
E24518,LOC-DEL-02,A-02,,2025-01-26 12:45:00,,,,ug/m3,MAINT,28.6194,77.2157,Ambient,OK
E24528,LOC-DEL-02,A-02,0.0,2025-01-26 13:00:00,,,,ug/m3,MAINT,28.6194,77.2151,Ambient,OK
E24538,LOC-DEL-02,A-02,,2025-01-26 13:15:00,167.97979797979798,420.0599984810512,164.44444444444446,ug/m3,OK,28.6199,77.2147,Ambient,EXCEEDANCE
E24548,LOC-DEL-02,A-02,0.0,2025-01-26 13:30:00,60.505050505050505,154.64646464646464,15.151515151515152,ug/m3,FAULT,28.6192,77.2156,Ambient,EXCEEDANCE
E24558,LOC-DEL-02,A-02,,2025-01-26 13:45:00,168.08080808080808,420.0599984810512,28.78787878787879,ug/m3,DOWN,28.6191,77.2148,Ambient,EXCEEDANCE
E24568,LOC-DEL-02,A-02,0.0,2025-01-26 14:00:00,,,,ug/m3,MAINT,28.6203,77.2143,Ambient,OK
E24578,LOC-DEL-02,A-02,,2025-01-26 14:15:00,,,,ug/m3,MAINT,28.6191,77.2145,Ambient,OK
E24588,LOC-DEL-02,A-02,0.0,2025-01-26 14:30:00,118.58585858585859,15.151515151515152,15.151515151515152,ug/m3,OK,28.6203,77.2155,Ambient,EXCEEDANCE
E24598,LOC-DEL-02,A-02,,2025-01-26 14:45:00,54.34343434343434,126.76767676767678,158.08080808080808,ug/m3,OK,28.6201,77.2146,Ambient,EXCEEDANCE
E24608,LOC-DEL-02,A-02,0.0,2025-01-26 15:00:00,,,,ug/m3,MAINT,28.6201,77.2156,Ambient,OK
E24618,LOC-DEL-02,A-02,,2025-01-26 15:15:00,231.31313131313132,60.80808080808081,169.4949494949495,ug/m3,FAULT,28.6198,77.2146,Ambient,EXCEEDANCE
E24628,LOC-DEL-02,A-02,,2025-01-26 15:30:00,116.36363636363637,75.85858585858585,143.23232323232324,ug/m3,FAULT,28.6192,77.2142,Ambient,EXCEEDANCE
E24638,LOC-DEL-02,A-02,,2025-01-26 15:45:00,207.07070707070707,73.73737373737374,219.7979797979798,ug/m3,ERROR,28.6203,77.2151,Ambient,EXCEEDANCE
E24658,LOC-DEL-02,A-02,0.0,2025-01-26 16:15:00,137.57575757575756,124.14141414141415,113.63636363636364,ug/m3,OFFLINE,28.621,77.2143,Ambient,EXCEEDANCE
E24668,LOC-DEL-02,A-02,,2025-01-26 16:30:00,103.23232323232324,420.0599984810512,149.2929292929293,ug/m3,OK,28.6196,77.214,Ambient,EXCEEDANCE
E24678,LOC-DEL-02,A-02,0.0,2025-01-26 16:45:00,191.5151515151515,73.23232323232324,175.35353535353534,ug/m3,FAULT,28.6192,77.2158,Ambient,EXCEEDANCE
E24688,LOC-DEL-02,A-02,,2025-01-26 17:00:00,396.0863405842658,129.39393939393938,140.40404040404042,ug/m3,ERROR,28.6207,77.2149,Ambient,EXCEEDANCE
E24698,LOC-DEL-02,A-02,0.0,2025-01-26 17:15:00,396.0863405842658,184.14141414141415,143.43434343434345,ug/m3,UNKNOWN,28.6204,77.2153,Ambient,EXCEEDANCE
E24708,LOC-DEL-02,A-02,0.0,2025-01-26 17:30:00,,,,ug/m3,MAINT,28.6193,77.2152,Ambient,OK
E24718,LOC-DEL-02,A-02,,2025-01-26 17:45:00,,,,ug/m3,MAINT,28.6207,77.2159,Ambient,OK
E24738,LOC-DEL-02,A-02,,2025-01-26 18:15:00,83.83838383838383,80.4040404040404,56.464646464646464,ug/m3,OK,28.6201,77.2157,Ambient,EXCEEDANCE
E24748,LOC-DEL-02,A-02,,2025-01-26 18:30:00,127.47474747474747,140.2020202020202,159.89898989898992,ug/m3,OK,28.6199,77.2156,Ambient,EXCEEDANCE
E24758,LOC-DEL-02,A-02,,2025-01-26 18:45:00,141.31313131313132,175.45454545454544,73.63636363636364,ug/m3,FAULT,28.62,77.2153,Ambient,EXCEEDANCE
E24768,LOC-DEL-02,A-02,,2025-01-26 19:00:00,117.67676767676768,206.36363636363637,40.707070707070706,ug/m3,OK,28.62,76.8184481083086,Ambient,EXCEEDANCE
E24778,LOC-DEL-02,A-02,0.0,2025-01-26 19:15:00,,,,ug/m3,MAINT,28.62,77.2157,Ambient,OK
E24788,LOC-DEL-02,A-02,0.0,2025-01-26 19:30:00,101.21212121212122,189.49494949494948,396.32242931406114,ug/m3,FAULT,28.621,77.216,Ambient,EXCEEDANCE
E24798,LOC-DEL-02,A-02,0.0,2025-01-26 19:45:00,123.23232323232324,121.81818181818181,39.696969696969695,ug/m3,FAULT,28.6202,77.2144,Ambient,EXCEEDANCE
E24808,LOC-DEL-02,A-02,0.0,2025-01-26 20:00:00,,,,ug/m3,MAINT,28.6207,77.2142,Ambient,OK
E24818,LOC-DEL-02,A-02,0.0,2025-01-26 20:15:00,73.83838383838383,107.07070707070707,162.42424242424244,ug/m3,OK,28.6207,77.2152,Ambient,EXCEEDANCE
E24828,LOC-DEL-02,A-02,,2025-01-26 20:30:00,182.32323232323233,24.141414141414142,396.32242931406114,ug/m3,OK,28.62,77.2148,Ambient,EXCEEDANCE
E24838,LOC-DEL-02,A-02,0.0,2025-01-26 20:45:00,263.7373737373738,27.87878787878788,159.3939393939394,ug/m3,OK,28.6194,77.2154,Ambient,EXCEEDANCE
E24848,LOC-DEL-02,A-02,0.0,2025-01-26 21:00:00,,,,ug/m3,MAINT,28.6191,77.2144,Ambient,OK
E24858,LOC-DEL-02,A-02,0.0,2025-01-26 21:15:00,124.04040404040404,203.83838383838386,172.12121212121212,ug/m3,OK,28.6209,77.2146,Ambient,EXCEEDANCE
E24868,LOC-DEL-02,A-02,,2025-01-26 21:30:00,208.28282828282826,113.83838383838385,396.32242931406114,ug/m3,OK,28.6191,77.2144,Ambient,EXCEEDANCE
E24888,LOC-DEL-02,A-02,,2025-01-26 22:00:00,58.282828282828284,95.75757575757575,396.32242931406114,ug/m3,OK,28.6196,77.216,Ambient,EXCEEDANCE
E24898,LOC-DEL-02,A-02,,2025-01-26 22:15:00,257.67676767676767,150.6060606060606,52.42424242424242,ug/m3,FAULT,28.6194,77.2147,Ambient,EXCEEDANCE
E24908,LOC-DEL-02,A-02,,2025-01-26 22:30:00,29.494949494949495,162.62626262626262,110.7070707070707,ug/m3,DOWN,28.6197,77.2151,Ambient,EXCEEDANCE
E24918,LOC-DEL-02,A-02,0.0,2025-01-26 22:45:00,396.0863405842658,420.0599984810512,141.010101010101,ug/m3,DOWN,28.6196,77.2142,Ambient,EXCEEDANCE
E24928,LOC-DEL-02,A-02,0.0,2025-01-26 23:00:00,177.87878787878788,171.4141414141414,184.54545454545453,ug/m3,OK,28.6209,77.2158,Ambient,EXCEEDANCE
E24948,LOC-DEL-02,A-02,,2025-01-26 23:30:00,206.96969696969697,166.56565656565658,53.93939393939394,ug/m3,FAULT,28.6191,77.2141,Ambient,EXCEEDANCE
E24958,LOC-DEL-02,A-02,0.0,2025-01-26 23:45:00,15.151515151515152,55.45454545454545,176.96969696969697,ug/m3,OK,28.6207,77.2147,Ambient,EXCEEDANCE
E24968,LOC-DEL-02,A-02,,2025-01-27 00:00:00,,,,ug/m3,MAINT,28.6193,77.2151,Ambient,OK
E24978,LOC-DEL-02,A-02,0.0,2025-01-27 00:15:00,15.151515151515152,133.53535353535352,15.151515151515152,ug/m3,OK,28.6197,77.2151,Ambient,EXCEEDANCE
E24988,LOC-DEL-02,A-02,,2025-01-27 00:30:00,91.2121212121212,126.56565656565657,133.43434343434342,ug/m3,ERROR,28.6195,77.2147,Ambient,EXCEEDANCE
E24998,LOC-DEL-02,A-02,0.0,2025-01-27 00:45:00,409.6,448.7,466.1,ug/m3,OK,28.6192,77.214,Ambient,EXCEEDANCE
E25008,LOC-DEL-02,A-02,0.0,2025-01-27 01:00:00,99.89898989898991,420.0599984810512,167.17171717171718,ug/m3,OK,28.6194,77.2141,Ambient,EXCEEDANCE
E25028,LOC-DEL-02,A-02,0.0,2025-01-27 01:30:00,230.60606060606062,213.03030303030303,108.28282828282829,ug/m3,FAULT,28.6203,77.2146,Ambient,EXCEEDANCE
E25038,LOC-DEL-02,A-02,,2025-01-27 01:45:00,76.46464646464646,156.56565656565655,466.1,ug/m3,OK,28.6199,77.2152,Ambient,EXCEEDANCE
E25048,LOC-DEL-02,A-02,0.0,2025-01-27 02:00:00,130.5050505050505,136.76767676767676,466.1,ug/m3,ERROR,28.6205,77.2151,Ambient,EXCEEDANCE
E25068,LOC-DEL-02,A-02,,2025-01-27 02:30:00,409.6,18.282828282828284,19.7979797979798,ug/m3,OK,28.6208,77.2148,Ambient,EXCEEDANCE
E25078,LOC-DEL-02,A-02,0.0,2025-01-27 02:45:00,,,,ug/m3,MAINT,28.6208,77.2156,Ambient,OK
E25088,LOC-DEL-02,A-02,0.0,2025-01-27 03:00:00,396.0863405842658,45.858585858585855,68.28282828282828,ug/m3,FAULT,28.6197,77.2144,Ambient,EXCEEDANCE
E25098,LOC-DEL-02,A-02,,2025-01-27 03:15:00,130.0,115.35353535353536,107.77777777777779,ug/m3,FAULT,28.6199,77.2143,Ambient,EXCEEDANCE
E25108,LOC-DEL-02,A-02,0.0,2025-01-27 03:30:00,409.6,448.7,466.1,ug/m3,OK,28.6204,77.214,Ambient,EXCEEDANCE
E25118,LOC-DEL-02,A-02,,2025-01-27 03:45:00,,,,ug/m3,MAINT,28.6209,77.2152,Ambient,OK
E25138,LOC-DEL-02,A-02,,2025-01-27 04:15:00,102.02020202020202,115.15151515151516,146.56565656565655,ug/m3,FAULT,28.6195,77.2146,Ambient,EXCEEDANCE
E25148,LOC-DEL-02,A-02,,2025-01-27 04:30:00,70.5050505050505,99.4949494949495,19.8989898989899,ug/m3,OK,28.6199,77.2159,Ambient,EXCEEDANCE
E25158,LOC-DEL-02,A-02,0.0,2025-01-27 04:45:00,396.0863405842658,153.53535353535355,129.1919191919192,ug/m3,OK,28.6192,77.2149,Ambient,EXCEEDANCE
E25168,LOC-DEL-02,A-02,0.0,2025-01-27 05:00:00,396.0863405842658,106.46464646464648,194.84848484848484,ug/m3,OK,28.6192,77.2145,Ambient,EXCEEDANCE
E25178,LOC-DEL-02,A-02,,2025-01-27 05:15:00,,,,ug/m3,MAINT,28.6196,77.2145,Ambient,OK
E25188,LOC-DEL-02,A-02,,2025-01-27 05:30:00,396.0863405842658,110.5050505050505,53.93939393939394,ug/m3,FAULT,28.6193,77.215,Ambient,EXCEEDANCE
E25198,LOC-DEL-02,A-02,0.0,2025-01-27 05:45:00,191.71717171717174,142.92929292929293,93.33333333333334,ug/m3,OK,28.6195,77.214,Ambient,EXCEEDANCE
E25208,LOC-DEL-02,A-02,0.0,2025-01-27 06:00:00,255.35353535353536,113.53535353535354,396.32242931406114,ug/m3,FAULT,28.6208,77.2153,Ambient,EXCEEDANCE
E25218,LOC-DEL-02,A-02,0.0,2025-01-27 06:15:00,204.84848484848487,140.40404040404042,109.2929292929293,ug/m3,OK,28.6196,77.2157,Ambient,EXCEEDANCE
E25228,LOC-DEL-02,A-02,0.0,2025-01-27 06:30:00,409.6,448.7,466.1,ug/m3,OFFLINE,28.6198,77.2148,Ambient,EXCEEDANCE
E25238,LOC-DEL-02,A-02,0.0,2025-01-27 06:45:00,98.18181818181819,102.82828282828282,113.53535353535354,ug/m3,OK,28.6208,77.2159,Ambient,EXCEEDANCE
E25248,LOC-DEL-02,A-02,0.0,2025-01-27 07:00:00,15.151515151515152,234.84848484848484,34.24242424242424,ug/m3,OK,28.6203,77.2153,Ambient,EXCEEDANCE
E25258,LOC-DEL-02,A-02,,2025-01-27 07:15:00,61.91919191919192,420.0599984810512,124.34343434343434,ug/m3,ERROR,28.6201,77.2148,Ambient,EXCEEDANCE
E25268,LOC-DEL-02,A-02,,2025-01-27 07:30:00,,,,ug/m3,MAINT,28.6203,77.2141,Ambient,OK
E25278,LOC-DEL-02,A-02,,2025-01-27 07:45:00,409.6,448.7,466.1,ug/m3,OFFLINE,28.6193,77.2159,Ambient,EXCEEDANCE
E25288,LOC-DEL-02,A-02,,2025-01-27 08:00:00,88.88888888888889,144.04040404040404,82.52525252525253,ug/m3,FAULT,28.6209,77.2156,Ambient,EXCEEDANCE
E25298,LOC-DEL-02,A-02,0.0,2025-01-27 08:15:00,,,,ug/m3,MAINT,28.6192,77.2141,Ambient,OK
E25308,LOC-DEL-02,A-02,,2025-01-27 08:30:00,,,,ug/m3,MAINT,28.6203,77.2152,Ambient,OK
E25318,LOC-DEL-02,A-02,0.0,2025-01-27 08:45:00,129.8989898989899,120.4040404040404,260.2020202020202,ug/m3,DOWN,28.6205,77.2141,Ambient,EXCEEDANCE
E25328,LOC-DEL-02,A-02,0.0,2025-01-27 09:00:00,47.57575757575758,271.1111111111111,166.46464646464648,ug/m3,OK,28.6197,77.2141,Ambient,EXCEEDANCE
E25338,LOC-DEL-02,A-02,,2025-01-27 09:15:00,187.17171717171718,124.44444444444444,101.51515151515152,ug/m3,FAULT,77.215,28.62,Ambient,EXCEEDANCE
E25358,LOC-DEL-02,A-02,,2025-01-27 09:45:00,,,,ug/m3,MAINT,28.6202,77.2154,Ambient,OK
E25378,LOC-DEL-02,A-02,0.0,2025-01-27 10:15:00,,,,ug/m3,MAINT,28.6192,77.2151,Ambient,OK
E25388,LOC-DEL-02,A-02,0.0,2025-01-27 10:30:00,,,,ug/m3,MAINT,28.6201,77.2147,Ambient,OK
E25398,LOC-DEL-02,A-02,0.0,2025-01-27 10:45:00,20.606060606060606,420.0599984810512,396.32242931406114,ug/m3,OK,28.6198,77.2148,Ambient,EXCEEDANCE
E25408,LOC-DEL-02,A-02,,2025-01-27 11:00:00,57.878787878787875,90.80808080808082,112.72727272727272,ug/m3,DOWN,29.013927487103903,76.8184481083086,Ambient,EXCEEDANCE
E25418,LOC-DEL-02,A-02,0.0,2025-01-27 11:15:00,,,,ug/m3,MAINT,28.6202,77.2152,Ambient,OK
E25428,LOC-DEL-02,A-02,,2025-01-27 11:30:00,,,,ug/m3,MAINT,28.6202,77.2154,Ambient,OK
E25438,LOC-DEL-02,A-02,,2025-01-27 11:45:00,161.3131313131313,162.02020202020202,158.58585858585857,ug/m3,OK,28.6194,77.2145,Ambient,EXCEEDANCE
E25448,LOC-DEL-02,A-02,,2025-01-27 12:00:00,88.68686868686868,160.30303030303028,202.92929292929293,ug/m3,ERROR,28.6205,77.2146,Ambient,EXCEEDANCE
E25458,LOC-DEL-02,A-02,,2025-01-27 12:15:00,60.0,153.2323232323232,27.373737373737374,ug/m3,OK,28.6204,77.2141,Ambient,EXCEEDANCE
E25468,LOC-DEL-02,A-02,,2025-01-27 12:30:00,,,,ug/m3,MAINT,28.62,77.2148,Ambient,OK
E25478,LOC-DEL-02,A-02,0.0,2025-01-27 12:45:00,,,,ug/m3,MAINT,28.6198,77.215,Ambient,OK
E25488,LOC-DEL-02,A-02,0.0,2025-01-27 13:00:00,,,,ug/m3,MAINT,28.6198,77.2153,Ambient,OK
E25498,LOC-DEL-02,A-02,0.0,2025-01-27 13:15:00,121.21212121212122,448.7,154.64646464646464,ug/m3,OK,28.6199,77.215,Ambient,EXCEEDANCE
E25508,LOC-DEL-02,A-02,,2025-01-27 13:30:00,124.64646464646465,143.93939393939394,79.6969696969697,ug/m3,OK,28.6193,77.2153,Ambient,EXCEEDANCE
E25518,LOC-DEL-02,A-02,0.0,2025-01-27 13:45:00,,,,ug/m3,MAINT,28.6194,77.2158,Ambient,OK
E25528,LOC-DEL-02,A-02,0.0,2025-01-27 14:00:00,396.0863405842658,100.6060606060606,396.32242931406114,ug/m3,OK,28.6203,77.2153,Ambient,EXCEEDANCE
E25548,LOC-DEL-02,A-02,0.0,2025-01-27 14:30:00,111.11111111111111,420.0599984810512,80.3030303030303,ug/m3,FAULT,28.6199,77.2155,Ambient,EXCEEDANCE
E25558,LOC-DEL-02,A-02,0.0,2025-01-27 14:45:00,409.6,448.7,466.1,ug/m3,FAULT,28.6201,77.2154,Ambient,EXCEEDANCE
E25568,LOC-DEL-02,A-02,0.0,2025-01-27 15:00:00,,,,ug/m3,MAINT,28.6201,77.2153,Ambient,OK
E25588,LOC-DEL-02,A-02,,2025-01-27 15:30:00,15.151515151515152,187.27272727272728,87.07070707070707,ug/m3,DOWN,28.6208,77.2153,Ambient,EXCEEDANCE
E25598,LOC-DEL-02,A-02,0.0,2025-01-27 15:45:00,163.93939393939397,72.72727272727273,211.51515151515153,ug/m3,ERROR,77.215,28.62,Ambient,EXCEEDANCE
E25608,LOC-DEL-02,A-02,,2025-01-27 16:00:00,233.03030303030303,420.0599984810512,466.1,ug/m3,DOWN,28.6202,77.2155,Ambient,EXCEEDANCE
E25618,LOC-DEL-02,A-02,,2025-01-27 16:15:00,409.6,448.7,466.1,ug/m3,OK,28.6193,77.2154,Ambient,EXCEEDANCE
E25628,LOC-DEL-02,A-02,,2025-01-27 16:30:00,190.3030303030303,140.40404040404042,126.46464646464646,ug/m3,FAULT,28.6195,77.2143,Ambient,EXCEEDANCE
E25638,LOC-DEL-02,A-02,,2025-01-27 16:45:00,,,,ug/m3,MAINT,28.6202,77.2153,Ambient,OK
E25648,LOC-DEL-02,A-02,0.0,2025-01-27 17:00:00,396.0863405842658,198.08080808080808,140.1010101010101,ug/m3,OK,28.6196,77.2155,Ambient,EXCEEDANCE
E25658,LOC-DEL-02,A-02,0.0,2025-01-27 17:15:00,136.46464646464645,47.97979797979798,118.48484848484848,ug/m3,FAULT,28.621,77.2152,Ambient,EXCEEDANCE
E25688,LOC-DEL-02,A-02,,2025-01-27 18:00:00,123.73737373737374,69.0909090909091,126.76767676767678,ug/m3,OK,28.62,77.2142,Ambient,EXCEEDANCE
E25698,LOC-DEL-02,A-02,,2025-01-27 18:15:00,105.75757575757576,200.1010101010101,148.68686868686868,ug/m3,OK,28.6194,77.2143,Ambient,EXCEEDANCE
E25708,LOC-DEL-02,A-02,,2025-01-27 18:30:00,396.0863405842658,107.47474747474749,170.3030303030303,ug/m3,FAULT,28.6208,77.2159,Ambient,EXCEEDANCE
E25718,LOC-DEL-02,A-02,,2025-01-27 18:45:00,245.75757575757578,213.53535353535355,65.65656565656566,ug/m3,ERROR,28.6204,77.214,Ambient,EXCEEDANCE
E25728,LOC-DEL-02,A-02,0.0,2025-01-27 19:00:00,187.37373737373738,178.48484848484847,396.32242931406114,ug/m3,FAULT,28.6204,77.2143,Ambient,EXCEEDANCE
E25738,LOC-DEL-02,A-02,,2025-01-27 19:15:00,396.0863405842658,153.53535353535355,15.151515151515152,ug/m3,OK,28.6207,77.2142,Ambient,EXCEEDANCE
E25748,LOC-DEL-02,A-02,0.0,2025-01-27 19:30:00,,,,ug/m3,MAINT,28.6206,77.214,Ambient,OK
E25758,LOC-DEL-02,A-02,0.0,2025-01-27 19:45:00,238.58585858585857,103.13131313131312,396.32242931406114,ug/m3,OK,28.6201,77.2146,Ambient,EXCEEDANCE
E25768,LOC-DEL-02,A-02,0.0,2025-01-27 20:00:00,64.74747474747474,15.151515151515152,93.83838383838385,ug/m3,FAULT,28.6203,77.2158,Ambient,EXCEEDANCE
E25778,LOC-DEL-02,A-02,,2025-01-27 20:15:00,138.2828282828283,88.08080808080808,80.70707070707071,ug/m3,OK,28.6194,77.2155,Ambient,EXCEEDANCE
E25788,LOC-DEL-02,A-02,,2025-01-27 20:30:00,140.2020202020202,47.57575757575758,233.03030303030303,ug/m3,FAULT,28.6206,77.2157,Ambient,EXCEEDANCE
E25798,LOC-DEL-02,A-02,,2025-01-27 20:45:00,110.7070707070707,56.56565656565657,99.1919191919192,ug/m3,OK,28.6207,77.215,Ambient,EXCEEDANCE
E25808,LOC-DEL-02,A-02,,2025-01-27 21:00:00,409.6,448.7,466.1,ug/m3,FAULT,28.6192,77.2144,Ambient,EXCEEDANCE
E25818,LOC-DEL-02,A-02,0.0,2025-01-27 21:15:00,396.0863405842658,233.43434343434342,97.17171717171718,ug/m3,OK,28.6203,77.2157,Ambient,EXCEEDANCE
E25828,LOC-DEL-02,A-02,,2025-01-27 21:30:00,117.87878787878789,420.0599984810512,466.1,ug/m3,OK,28.6205,77.2152,Ambient,EXCEEDANCE
E25838,LOC-DEL-02,A-02,,2025-01-27 21:45:00,396.0863405842658,113.63636363636364,211.41414141414143,ug/m3,FAULT,28.6207,77.2147,Ambient,EXCEEDANCE
E25848,LOC-DEL-02,A-02,,2025-01-27 22:00:00,189.49494949494948,15.151515151515152,105.05050505050505,ug/m3,ERROR,28.6196,77.2153,Ambient,EXCEEDANCE
E25858,LOC-DEL-02,A-02,,2025-01-27 22:15:00,61.91919191919192,68.08080808080808,38.58585858585859,ug/m3,FAULT,28.6205,77.2141,Ambient,EXCEEDANCE
E25868,LOC-DEL-02,A-02,,2025-01-27 22:30:00,113.53535353535354,125.85858585858585,94.64646464646465,ug/m3,OK,28.6197,77.2144,Ambient,EXCEEDANCE
E25878,LOC-DEL-02,A-02,0.0,2025-01-27 22:45:00,396.0863405842658,146.7676767676768,132.4242424242424,ug/m3,OK,28.6205,77.2148,Ambient,EXCEEDANCE
E25888,LOC-DEL-02,A-02,0.0,2025-01-27 23:00:00,49.79797979797979,64.24242424242425,139.49494949494948,ug/m3,FAULT,28.6193,77.2142,Ambient,EXCEEDANCE
E25908,LOC-DEL-02,A-02,0.0,2025-01-27 23:30:00,,,,ug/m3,MAINT,28.6208,77.216,Ambient,OK
E25918,LOC-DEL-02,A-02,0.0,2025-01-27 23:45:00,123.83838383838383,138.08080808080808,141.010101010101,ug/m3,DOWN,28.6204,77.2146,Ambient,EXCEEDANCE
E25928,LOC-DEL-02,A-02,,2025-01-28 00:00:00,396.0863405842658,162.52525252525254,396.32242931406114,ug/m3,OK,28.6202,77.2154,Ambient,EXCEEDANCE
E25938,LOC-DEL-02,A-02,0.0,2025-01-28 00:15:00,,,,ug/m3,MAINT,28.62,77.2144,Ambient,OK
E25948,LOC-DEL-02,A-02,0.0,2025-01-28 00:30:00,,,,ug/m3,MAINT,28.6207,77.2148,Ambient,OK
E25958,LOC-DEL-02,A-02,,2025-01-28 00:45:00,89.19191919191918,89.2929292929293,48.58585858585859,ug/m3,OK,28.6204,77.2147,Ambient,EXCEEDANCE
E25968,LOC-DEL-02,A-02,,2025-01-28 01:00:00,409.6,448.7,466.1,ug/m3,OK,28.6207,77.2156,Ambient,EXCEEDANCE
E25978,LOC-DEL-02,A-02,,2025-01-28 01:15:00,126.96969696969697,208.1818181818182,141.11111111111111,ug/m3,OK,28.6192,77.2158,Ambient,EXCEEDANCE
E25988,LOC-DEL-02,A-02,0.0,2025-01-28 01:30:00,70.20202020202021,100.0,208.68686868686868,ug/m3,OK,28.6192,77.2143,Ambient,EXCEEDANCE
E25998,LOC-DEL-02,A-02,,2025-01-28 01:45:00,,,,ug/m3,MAINT,28.6202,77.2144,Ambient,OK
E26008,LOC-DEL-02,A-02,0.0,2025-01-28 02:00:00,,,,ug/m3,MAINT,28.6208,77.2144,Ambient,OK
E26018,LOC-DEL-02,A-02,,2025-01-28 02:15:00,54.34343434343434,161.010101010101,396.32242931406114,ug/m3,OFFLINE,28.6203,77.2153,Ambient,EXCEEDANCE
E26028,LOC-DEL-02,A-02,0.0,2025-01-28 02:30:00,409.6,448.7,466.1,ug/m3,OK,28.6206,77.2153,Ambient,EXCEEDANCE
E26048,LOC-DEL-02,A-02,0.0,2025-01-28 03:00:00,,,,ug/m3,MAINT,28.6196,77.2145,Ambient,OK
E26058,LOC-DEL-02,A-02,0.0,2025-01-28 03:15:00,409.6,448.7,466.1,ug/m3,OK,28.6202,77.2152,Ambient,EXCEEDANCE
E26068,LOC-DEL-02,A-02,0.0,2025-01-28 03:30:00,156.06060606060606,117.17171717171718,178.38383838383837,ug/m3,OK,28.6209,77.2144,Ambient,EXCEEDANCE
E26078,LOC-DEL-02,A-02,0.0,2025-01-28 03:45:00,,,,ug/m3,MAINT,28.6191,77.2148,Ambient,OK
E26088,LOC-DEL-02,A-02,,2025-01-28 04:00:00,396.0863405842658,182.62626262626264,193.83838383838383,ug/m3,FAULT,28.6192,77.2149,Ambient,EXCEEDANCE
E26098,LOC-DEL-02,A-02,0.0,2025-01-28 04:15:00,210.6060606060606,208.4848484848485,171.31313131313132,ug/m3,ERROR,28.6199,77.2152,Ambient,EXCEEDANCE
E26108,LOC-DEL-02,A-02,0.0,2025-01-28 04:30:00,122.52525252525253,155.65656565656565,91.91919191919192,ug/m3,OK,28.62,77.2141,Ambient,EXCEEDANCE
E26118,LOC-DEL-02,A-02,0.0,2025-01-28 04:45:00,108.18181818181817,107.979797979798,86.36363636363636,ug/m3,ERROR,28.6209,77.2147,Ambient,EXCEEDANCE
E26128,LOC-DEL-02,A-02,,2025-01-28 05:00:00,,,,ug/m3,MAINT,28.6197,77.2153,Ambient,OK
E26138,LOC-DEL-02,A-02,0.0,2025-01-28 05:15:00,148.4848484848485,106.66666666666666,94.14141414141415,ug/m3,OK,28.6203,77.2159,Ambient,EXCEEDANCE
E26148,LOC-DEL-02,A-02,0.0,2025-01-28 05:30:00,184.24242424242425,74.24242424242425,90.2020202020202,ug/m3,OK,28.6201,77.2159,Ambient,EXCEEDANCE
E26158,LOC-DEL-02,A-02,0.0,2025-01-28 05:45:00,,,,ug/m3,MAINT,28.6201,77.2146,Ambient,OK
E26168,LOC-DEL-02,A-02,,2025-01-28 06:00:00,,,,ug/m3,MAINT,28.6197,77.2158,Ambient,OK
E26178,LOC-DEL-02,A-02,0.0,2025-01-28 06:15:00,,,,ug/m3,MAINT,28.619,77.2151,Ambient,OK
E26188,LOC-DEL-02,A-02,,2025-01-28 06:30:00,64.64646464646465,148.18181818181816,78.38383838383838,ug/m3,OFFLINE,28.6205,77.2142,Ambient,EXCEEDANCE
E26198,LOC-DEL-02,A-02,,2025-01-28 06:45:00,409.6,448.7,466.1,ug/m3,OK,28.6196,77.2145,Ambient,EXCEEDANCE
E26208,LOC-DEL-02,A-02,,2025-01-28 07:00:00,185.25252525252526,420.0599984810512,160.1010101010101,ug/m3,OK,28.6207,77.2155,Ambient,EXCEEDANCE
