Rule,Step,Record_ID,Column,Old,New
R5,,E16897,SO2,,448.83145598665
R5,,E17017,SO2,,448.83145598665
R5,,E17147,SO2,,448.83145598665
R5,,E17237,SO2,,448.83145598665
R5,,E17267,SO2,,448.83145598665
R5,,E17357,SO2,,448.83145598665
R5,,E17377,SO2,,448.83145598665
R5,,E17557,SO2,,448.83145598665
R5,,E17677,SO2,,448.83145598665
R5,,E17757,SO2,,448.83145598665
R5,,E17887,SO2,,448.83145598665
R5,,E17927,SO2,,448.83145598665
R5,,E18037,SO2,,448.83145598665
R5,,E18077,SO2,,448.83145598665
R5,,E18097,SO2,,448.83145598665
R5,,E18277,SO2,,448.83145598665
R5,,E18307,SO2,,448.83145598665
R5,,E18317,SO2,,448.83145598665
R5,,E18427,SO2,,448.83145598665
R5,,E18587,SO2,,448.83145598665
R5,,E18637,SO2,,448.83145598665
R5,,E18887,SO2,,448.83145598665
R5,,E18907,SO2,,448.83145598665
R5,,E18917,SO2,,448.83145598665
R5,,E18987,SO2,,448.83145598665
R5,,E18997,SO2,,448.83145598665
R5,,E19097,SO2,,448.83145598665
R5,,E19107,SO2,,448.83145598665
R5,,E19437,SO2,,448.83145598665
R5,,E19487,SO2,,448.83145598665
R5,,E19517,SO2,,448.83145598665
R5,,E19577,SO2,,448.83145598665
R5,,E19697,SO2,,448.83145598665
R5,,E19787,SO2,,448.83145598665
R5,,E19847,SO2,,448.83145598665
R5,,E19857,SO2,,448.83145598665
R5,,E19937,SO2,,448.83145598665
R5,,E19947,SO2,,448.83145598665
R5,,E19987,SO2,,448.83145598665
R5,,E20047,SO2,,448.83145598665
R5,,E20157,SO2,,448.83145598665
R5,,E20337,SO2,,448.83145598665
R5,,E20407,SO2,,448.83145598665
R5,,E20437,SO2,,448.83145598665
R5,,E20507,SO2,,448.83145598665
R5,,E20667,SO2,,448.83145598665
R5,,E20877,SO2,,448.83145598665
R5,,E20927,SO2,,448.83145598665
R5,,E20967,SO2,,448.83145598665
R5,,E21127,SO2,,448.83145598665
R5,,E21287,SO2,,448.83145598665
R5,,E21497,SO2,,448.83145598665
R5,,E21527,SO2,,448.83145598665
R5,,E21597,SO2,,448.83145598665
R5,,E21607,SO2,,448.83145598665
R5,,E21627,SO2,,448.83145598665
R5,,E21857,SO2,,448.83145598665
R5,,E21977,SO2,,448.83145598665
R5,,E22007,SO2,,448.83145598665
R5,,E22027,SO2,,448.83145598665
R5,,E22077,SO2,,448.83145598665
R5,,E22167,SO2,,448.83145598665
R5,,E22277,SO2,,448.83145598665
R5,,E22327,SO2,,448.83145598665
R5,,E22367,SO2,,448.83145598665
R5,,E22387,SO2,,448.83145598665
R5,,E22547,SO2,,448.83145598665
R5,,E22717,SO2,,448.83145598665
R5,,E22767,SO2,,448.83145598665
R5,,E22837,SO2,,448.83145598665
R5,,E23027,SO2,,448.83145598665
R5,,E23157,SO2,,448.83145598665
R5,,E23177,SO2,,448.83145598665
R5,,E23267,SO2,,448.83145598665
R5,,E23417,SO2,,448.83145598665
R5,,E23437,SO2,,448.83145598665
R5,,E23597,SO2,,448.83145598665
R5,,E23637,SO2,,448.83145598665
R5,,E23777,SO2,,448.83145598665
R5,,E23947,SO2,,448.83145598665
R5,,E24047,SO2,,448.83145598665
R5,,E24107,SO2,,448.83145598665
R5,,E24147,SO2,,448.83145598665
R5,,E24167,SO2,,448.83145598665
R5,,E24177,SO2,,448.83145598665
R5,,E24187,SO2,,448.83145598665
R5,,E24197,SO2,,448.83145598665
R5,,E24367,SO2,,448.83145598665
R5,,E24717,SO2,,448.83145598665
R5,,E24997,SO2,,448.83145598665
R5,,E25057,SO2,,448.83145598665
R5,,E25097,SO2,,448.83145598665
R5,,E25157,SO2,,448.83145598665
R5,,E25197,SO2,,448.83145598665
R5,,E25307,SO2,,448.83145598665
R5,,E25427,SO2,,448.83145598665
R5,,E25907,SO2,,448.83145598665
R5,,E26067,SO2,,448.83145598665
R5,,E26087,SO2,,448.83145598665
R5,,E26237,SO2,,448.83145598665
R5,,E26327,SO2,,448.83145598665
R5,,E26597,SO2,,448.83145598665
R5,,E26657,SO2,,448.83145598665
R5,,E26687,SO2,,448.83145598665
R5,,E26697,SO2,,448.83145598665
R5,,E26707,SO2,,448.83145598665
R5,,E26717,SO2,,448.83145598665
R5,,E26797,SO2,,448.83145598665
R5,,E27027,SO2,,448.83145598665
R5,,E27067,SO2,,448.83145598665
R5,,E27137,SO2,,448.83145598665
R5,,E27197,SO2,,448.83145598665
R5,,E27297,SO2,,448.83145598665
R5,,E27427,SO2,,448.83145598665
R5,,E27557,SO2,,448.83145598665
R5,,E27637,SO2,,448.83145598665
R5,,E27777,SO2,,448.83145598665
R5,,E28057,SO2,,448.83145598665
R5,,E28077,SO2,,448.83145598665
R5,,E28107,SO2,,448.83145598665
R5,,E28167,SO2,,448.83145598665
R5,,E28187,SO2,,448.83145598665
R5,,E28267,SO2,,448.83145598665
R5,,E28277,SO2,,448.83145598665
R5,,E28567,SO2,,448.83145598665
R5,,E28677,SO2,,448.83145598665
R5,,E00028,SO2,,415.85939849624066
R5,,E00038,SO2,,415.85939849624066
R5,,E00248,SO2,,415.85939849624066
R5,,E00288,SO2,,415.85939849624066
R5,,E00358,SO2,,415.85939849624066
R5,,E00438,SO2,,415.85939849624066
R5,,E00458,SO2,,415.85939849624066
R5,,E00518,SO2,,415.85939849624066
R5,,E00528,SO2,,415.85939849624066
R5,,E00538,SO2,,415.85939849624066
R5,,E00548,SO2,,415.85939849624066
R5,,E00568,SO2,,415.85939849624066
R5,,E00598,SO2,,415.85939849624066
R5,,E00628,SO2,,415.85939849624066
R5,,E00658,SO2,,415.85939849624066
R5,,E00808,SO2,,415.85939849624066
R5,,E00838,SO2,,415.85939849624066
R5,,E00858,SO2,,415.85939849624066
R5,,E00938,SO2,,415.85939849624066
R5,,E00978,SO2,,415.85939849624066
R5,,E01058,SO2,,415.85939849624066
R5,,E01158,SO2,,415.85939849624066
R5,,E01338,SO2,,415.85939849624066
R5,,E01438,SO2,,415.85939849624066
R5,,E01538,SO2,,415.85939849624066
R5,,E01588,SO2,,415.85939849624066
R5,,E01598,SO2,,415.85939849624066
R5,,E01688,SO2,,415.85939849624066
R5,,E01758,SO2,,415.85939849624066
R5,,E01968,SO2,,415.85939849624066
R5,,E02098,SO2,,415.85939849624066
R5,,E02128,SO2,,415.85939849624066
R5,,E02148,SO2,,415.85939849624066
R5,,E02218,SO2,,415.85939849624066
R5,,E02288,SO2,,415.85939849624066
R5,,E02318,SO2,,415.85939849624066
R5,,E02418,SO2,,415.85939849624066
R5,,E02558,SO2,,415.85939849624066
R5,,E02608,SO2,,415.85939849624066
R5,,E02668,SO2,,415.85939849624066
R5,,E02698,SO2,,415.85939849624066
R5,,E02708,SO2,,415.85939849624066
R5,,E02728,SO2,,415.85939849624066
R5,,E02788,SO2,,415.85939849624066
R5,,E02878,SO2,,415.85939849624066
R5,,E03088,SO2,,415.85939849624066
R5,,E03118,SO2,,415.85939849624066
R5,,E03178,SO2,,415.85939849624066
R5,,E03278,SO2,,415.85939849624066
R5,,E03408,SO2,,415.85939849624066
R5,,E03498,SO2,,415.85939849624066
R5,,E03538,SO2,,415.85939849624066
R5,,E03718,SO2,,415.85939849624066
R5,,E04358,SO2,,415.85939849624066
R5,,E04528,SO2,,415.85939849624066
R5,,E04648,SO2,,415.85939849624066
R5,,E04708,SO2,,415.85939849624066
R5,,E04828,SO2,,415.85939849624066
R5,,E04928,SO2,,415.85939849624066
R5,,E04938,SO2,,415.85939849624066
R5,,E04958,SO2,,415.85939849624066
R5,,E04978,SO2,,415.85939849624066
R5,,E04988,SO2,,415.85939849624066
R5,,E05058,SO2,,415.85939849624066
R5,,E05268,SO2,,415.85939849624066
R5,,E05868,SO2,,415.85939849624066
R5,,E05878,SO2,,415.85939849624066
R5,,E05928,SO2,,415.85939849624066
R5,,E06018,SO2,,415.85939849624066
R5,,E06048,SO2,,415.85939849624066
R5,,E06058,SO2,,415.85939849624066
R5,,E06078,SO2,,415.85939849624066
R5,,E06088,SO2,,415.85939849624066
R5,,E06418,SO2,,415.85939849624066
R5,,E06438,SO2,,415.85939849624066
R5,,E06618,SO2,,415.85939849624066
R5,,E06738,SO2,,415.85939849624066
R5,,E06788,SO2,,415.85939849624066
R5,,E06878,SO2,,415.85939849624066
R5,,E06968,SO2,,415.85939849624066
R5,,E07118,SO2,,415.85939849624066
R5,,E07138,SO2,,415.85939849624066
R5,,E07258,SO2,,415.85939849624066
R5,,E07348,SO2,,415.85939849624066
R5,,E07378,SO2,,415.85939849624066
R5,,E07448,SO2,,415.85939849624066
R5,,E07548,SO2,,415.85939849624066
R5,,E07688,SO2,,415.85939849624066
R5,,E08098,SO2,,415.85939849624066
R5,,E08128,SO2,,415.85939849624066
R5,,E08168,SO2,,415.85939849624066
R5,,E08258,SO2,,415.85939849624066
R5,,E08388,SO2,,415.85939849624066
R5,,E08458,SO2,,415.85939849624066
R5,,E08478,SO2,,415.85939849624066
R5,,E08598,SO2,,415.85939849624066
R5,,E08698,SO2,,415.85939849624066
R5,,E08878,SO2,,415.85939849624066
R5,,E08898,SO2,,415.85939849624066
R5,,E08928,SO2,,415.85939849624066
R5,,E09088,SO2,,415.85939849624066
R5,,E09398,SO2,,415.85939849624066
R5,,E09588,SO2,,415.85939849624066
R5,,E09598,SO2,,415.85939849624066
R5,,E09688,SO2,,415.85939849624066
R5,,E09998,SO2,,415.85939849624066
R5,,E10148,SO2,,415.85939849624066
R5,,E10168,SO2,,415.85939849624066
R5,,E10328,SO2,,415.85939849624066
R5,,E10368,SO2,,415.85939849624066
R5,,E10388,SO2,,415.85939849624066
R5,,E10588,SO2,,415.85939849624066
R5,,E10638,SO2,,415.85939849624066
R5,,E10718,SO2,,415.85939849624066
R5,,E10728,SO2,,415.85939849624066
R5,,E10928,SO2,,415.85939849624066
R5,,E11058,SO2,,415.85939849624066
R5,,E11108,SO2,,415.85939849624066
R5,,E11118,SO2,,415.85939849624066
R5,,E11128,SO2,,415.85939849624066
R5,,E11158,SO2,,415.85939849624066
R5,,E11198,SO2,,415.85939849624066
R5,,E11228,SO2,,415.85939849624066
R5,,E11308,SO2,,415.85939849624066
R5,,E11338,SO2,,415.85939849624066
R5,,E11358,SO2,,415.85939849624066
R5,,E11398,SO2,,415.85939849624066
R5,,E11678,SO2,,415.85939849624066
R5,,E11758,SO2,,415.85939849624066
R5,,E11838,SO2,,415.85939849624066
R5,,E11908,SO2,,415.85939849624066
R5,,E11928,SO2,,415.85939849624066
R5,,E12098,SO2,,415.85939849624066
R5,,E12198,SO2,,415.85939849624066
R5,,E12218,SO2,,415.85939849624066
R5,,E12238,SO2,,415.85939849624066
R5,,E12248,SO2,,415.85939849624066
R5,,E12308,SO2,,415.85939849624066
R5,,E12348,SO2,,415.85939849624066
R5,,E12368,SO2,,415.85939849624066
R5,,E12388,SO2,,415.85939849624066
R5,,E12448,SO2,,415.85939849624066
R5,,E12538,SO2,,415.85939849624066
R5,,E12618,SO2,,415.85939849624066
R5,,E12698,SO2,,415.85939849624066
R5,,E12858,SO2,,415.85939849624066
R5,,E12958,SO2,,415.85939849624066
R5,,E13008,SO2,,415.85939849624066
R5,,E13018,SO2,,415.85939849624066
R5,,E13198,SO2,,415.85939849624066
R5,,E13218,SO2,,415.85939849624066
R5,,E13268,SO2,,415.85939849624066
R5,,E13458,SO2,,415.85939849624066
R5,,E13488,SO2,,415.85939849624066
R5,,E13508,SO2,,415.85939849624066
R5,,E13558,SO2,,415.85939849624066
R5,,E13568,SO2,,415.85939849624066
R5,,E13878,SO2,,415.85939849624066
R5,,E13938,SO2,,415.85939849624066
R5,,E13998,SO2,,415.85939849624066
R5,,E14368,SO2,,415.85939849624066
R5,,E14418,SO2,,415.85939849624066
R5,,E14488,SO2,,415.85939849624066
R5,,E14548,SO2,,415.85939849624066
R5,,E14618,SO2,,415.85939849624066
R5,,E14638,SO2,,415.85939849624066
R5,,E14708,SO2,,415.85939849624066
R5,,E14768,SO2,,415.85939849624066
R5,,E14878,SO2,,415.85939849624066
R5,,E15008,SO2,,415.85939849624066
R5,,E15078,SO2,,415.85939849624066
R5,,E15098,SO2,,415.85939849624066
R5,,E15128,SO2,,415.85939849624066
R5,,E15188,SO2,,415.85939849624066
R5,,E15438,SO2,,415.85939849624066
R5,,E15548,SO2,,415.85939849624066
R5,,E15568,SO2,,415.85939849624066
R5,,E15618,SO2,,415.85939849624066
R5,,E15718,SO2,,415.85939849624066
R5,,E15778,SO2,,415.85939849624066
R5,,E15808,SO2,,415.85939849624066
R5,,E15818,SO2,,415.85939849624066
R5,,E16038,SO2,,415.85939849624066
R5,,E16298,SO2,,415.85939849624066
R5,,E16378,SO2,,415.85939849624066
R5,,E16418,SO2,,415.85939849624066
R5,,E16508,SO2,,415.85939849624066
R5,,E16518,SO2,,415.85939849624066
R5,,E16588,SO2,,415.85939849624066
R5,,E16878,SO2,,415.85939849624066
R5,,E16908,SO2,,415.85939849624066
R5,,E16968,SO2,,415.85939849624066
R5,,E17018,SO2,,415.85939849624066
R5,,E17038,SO2,,415.85939849624066
R5,,E17048,SO2,,415.85939849624066
R5,,E17138,SO2,,415.85939849624066
R5,,E17388,SO2,,415.85939849624066
R5,,E17478,SO2,,415.85939849624066
R5,,E17588,SO2,,415.85939849624066
R5,,E17758,SO2,,415.85939849624066
R5,,E17768,SO2,,415.85939849624066
R5,,E17788,SO2,,415.85939849624066
R5,,E17808,SO2,,415.85939849624066
R5,,E17848,SO2,,415.85939849624066
R5,,E17898,SO2,,415.85939849624066
R5,,E18068,SO2,,415.85939849624066
R5,,E18078,SO2,,415.85939849624066
R5,,E18138,SO2,,415.85939849624066
R5,,E18178,SO2,,415.85939849624066
R5,,E18248,SO2,,415.85939849624066
R5,,E18338,SO2,,415.85939849624066
R5,,E18498,SO2,,415.85939849624066
R5,,E18518,SO2,,415.85939849624066
R5,,E18558,SO2,,415.85939849624066
R5,,E18668,SO2,,415.85939849624066
R5,,E18708,SO2,,415.85939849624066
R5,,E18728,SO2,,415.85939849624066
R5,,E18778,SO2,,415.85939849624066
R5,,E18908,SO2,,415.85939849624066
R5,,E18948,SO2,,415.85939849624066
R5,,E19018,SO2,,415.85939849624066
R5,,E19068,SO2,,415.85939849624066
R5,,E19138,SO2,,415.85939849624066
R5,,E19188,SO2,,415.85939849624066
R5,,E19228,SO2,,415.85939849624066
R5,,E19288,SO2,,415.85939849624066
R5,,E19568,SO2,,415.85939849624066
R5,,E19598,SO2,,415.85939849624066
R5,,E19638,SO2,,415.85939849624066
R5,,E19738,SO2,,415.85939849624066
R5,,E19788,SO2,,415.85939849624066
R5,,E19818,SO2,,415.85939849624066
R5,,E19838,SO2,,415.85939849624066
R5,,E19898,SO2,,415.85939849624066
R5,,E20088,SO2,,415.85939849624066
R5,,E20148,SO2,,415.85939849624066
R5,,E20218,SO2,,415.85939849624066
R5,,E20238,SO2,,415.85939849624066
R5,,E20458,SO2,,415.85939849624066
R5,,E20468,SO2,,415.85939849624066
R5,,E20488,SO2,,415.85939849624066
R5,,E20638,SO2,,415.85939849624066
R5,,E20728,SO2,,415.85939849624066
R5,,E20798,SO2,,415.85939849624066
R5,,E21008,SO2,,415.85939849624066
R5,,E21028,SO2,,415.85939849624066
R5,,E21158,SO2,,415.85939849624066
R5,,E21188,SO2,,415.85939849624066
R5,,E21218,SO2,,415.85939849624066
R5,,E21308,SO2,,415.85939849624066
R5,,E21448,SO2,,415.85939849624066
R5,,E21538,SO2,,415.85939849624066
R5,,E21578,SO2,,415.85939849624066
R5,,E21658,SO2,,415.85939849624066
R5,,E21688,SO2,,415.85939849624066
R5,,E22128,SO2,,415.85939849624066
R5,,E22358,SO2,,415.85939849624066
R5,,E22458,SO2,,415.85939849624066
R5,,E22478,SO2,,415.85939849624066
R5,,E22518,SO2,,415.85939849624066
R5,,E22558,SO2,,415.85939849624066
R5,,E22678,SO2,,415.85939849624066
R5,,E22788,SO2,,415.85939849624066
R5,,E22968,SO2,,415.85939849624066
R5,,E23128,SO2,,415.85939849624066
R5,,E23208,SO2,,415.85939849624066
R5,,E23218,SO2,,415.85939849624066
R5,,E23268,SO2,,415.85939849624066
R5,,E23328,SO2,,415.85939849624066
R5,,E23368,SO2,,415.85939849624066
R5,,E23378,SO2,,415.85939849624066
R5,,E23398,SO2,,415.85939849624066
R5,,E23438,SO2,,415.85939849624066
R5,,E23488,SO2,,415.85939849624066
R5,,E23518,SO2,,415.85939849624066
R5,,E23628,SO2,,415.85939849624066
R5,,E23688,SO2,,415.85939849624066
R5,,E24018,SO2,,415.85939849624066
R5,,E24108,SO2,,415.85939849624066
R5,,E24188,SO2,,415.85939849624066
R5,,E24228,SO2,,415.85939849624066
R5,,E24328,SO2,,415.85939849624066
R5,,E24388,SO2,,415.85939849624066
R5,,E24438,SO2,,415.85939849624066
R5,,E24458,SO2,,415.85939849624066
R5,,E24538,SO2,,415.85939849624066
R5,,E24558,SO2,,415.85939849624066
R5,,E24608,SO2,,415.85939849624066
R5,,E24668,SO2,,415.85939849624066
R5,,E24918,SO2,,415.85939849624066
R5,,E25008,SO2,,415.85939849624066
R5,,E25018,SO2,,415.85939849624066
R5,,E25108,SO2,,415.85939849624066
R5,,E25258,SO2,,415.85939849624066
R5,,E25378,SO2,,415.85939849624066
R5,,E25398,SO2,,415.85939849624066
R5,,E25488,SO2,,415.85939849624066
R5,,E25548,SO2,,415.85939849624066
R5,,E25568,SO2,,415.85939849624066
R5,,E25608,SO2,,415.85939849624066
R5,,E25618,SO2,,415.85939849624066
R5,,E25828,SO2,,415.85939849624066
R5,,E26038,SO2,,415.85939849624066
R5,,E26208,SO2,,415.85939849624066
R5,,E26238,SO2,,415.85939849624066
R5,,E26258,SO2,,415.85939849624066
R5,,E26278,SO2,,415.85939849624066
R5,,E26378,SO2,,415.85939849624066
R5,,E26568,SO2,,415.85939849624066
R5,,E26688,SO2,,415.85939849624066
R5,,E26748,SO2,,415.85939849624066
R5,,E27008,SO2,,415.85939849624066
R5,,E27078,SO2,,415.85939849624066
R5,,E27148,SO2,,415.85939849624066
R5,,E27228,SO2,,415.85939849624066
R5,,E27268,SO2,,415.85939849624066
R5,,E27308,SO2,,415.85939849624066
R5,,E27348,SO2,,415.85939849624066
R5,,E27388,SO2,,415.85939849624066
R5,,E27438,SO2,,415.85939849624066
R5,,E27448,SO2,,415.85939849624066
R5,,E27598,SO2,,415.85939849624066
R5,,E27628,SO2,,415.85939849624066
R5,,E27658,SO2,,415.85939849624066
R5,,E27718,SO2,,415.85939849624066
R5,,E27798,SO2,,415.85939849624066
R5,,E27878,SO2,,415.85939849624066
R5,,E27948,SO2,,415.85939849624066
R5,,E28048,SO2,,415.85939849624066
R5,,E28068,SO2,,415.85939849624066
R5,,E28178,SO2,,415.85939849624066
R5,,E28268,SO2,,415.85939849624066
R5,,E28368,SO2,,415.85939849624066
R5,,E28458,SO2,,415.85939849624066
R5,,E28528,SO2,,415.85939849624066
R5,,E28568,SO2,,415.85939849624066
R5,,E28578,SO2,,415.85939849624066
R5,,E28598,SO2,,415.85939849624066
R5,,E28708,SO2,,415.85939849624066
R5,,E28788,SO2,,415.85939849624066
R5,,E00129,SO2,,428.14063157894736
R5,,E00149,SO2,,428.14063157894736
R5,,E00269,SO2,,428.14063157894736
R5,,E00299,SO2,,428.14063157894736
R5,,E00379,SO2,,428.14063157894736
R5,,E00449,SO2,,428.14063157894736
R5,,E00539,SO2,,428.14063157894736
R5,,E00709,SO2,,428.14063157894736
R5,,E00739,SO2,,428.14063157894736
R5,,E00969,SO2,,428.14063157894736
R5,,E01219,SO2,,428.14063157894736
R5,,E01279,SO2,,428.14063157894736
R5,,E01469,SO2,,428.14063157894736
R5,,E01479,SO2,,428.14063157894736
R5,,E01489,SO2,,428.14063157894736
R5,,E01569,SO2,,428.14063157894736
R5,,E01599,SO2,,428.14063157894736
R5,,E01629,SO2,,428.14063157894736
R5,,E01639,SO2,,428.14063157894736
R5,,E01969,SO2,,428.14063157894736
R5,,E01989,SO2,,428.14063157894736
R5,,E02109,SO2,,428.14063157894736
R5,,E02229,SO2,,428.14063157894736
R5,,E02429,SO2,,428.14063157894736
R5,,E02679,SO2,,428.14063157894736
R5,,E02799,SO2,,428.14063157894736
R5,,E02809,SO2,,428.14063157894736
R5,,E02849,SO2,,428.14063157894736
R5,,E03049,SO2,,428.14063157894736
R5,,E03219,SO2,,428.14063157894736
R5,,E03229,SO2,,428.14063157894736
R5,,E03369,SO2,,428.14063157894736
R5,,E03489,SO2,,428.14063157894736
R5,,E03669,SO2,,428.14063157894736
R5,,E03759,SO2,,428.14063157894736
R5,,E03989,SO2,,428.14063157894736
R5,,E04009,SO2,,428.14063157894736
R5,,E04069,SO2,,428.14063157894736
R5,,E04099,SO2,,428.14063157894736
R5,,E04199,SO2,,428.14063157894736
R5,,E04259,SO2,,428.14063157894736
R5,,E04309,SO2,,428.14063157894736
R5,,E04319,SO2,,428.14063157894736
R5,,E04369,SO2,,428.14063157894736
R5,,E04399,SO2,,428.14063157894736
R5,,E04609,SO2,,428.14063157894736
R5,,E04699,SO2,,428.14063157894736
R5,,E04919,SO2,,428.14063157894736
R5,,E04959,SO2,,428.14063157894736
R5,,E05129,SO2,,428.14063157894736
R5,,E05169,SO2,,428.14063157894736
R5,,E05189,SO2,,428.14063157894736
R5,,E05249,SO2,,428.14063157894736
R5,,E05499,SO2,,428.14063157894736
R5,,E05509,SO2,,428.14063157894736
R5,,E05749,SO2,,428.14063157894736
R5,,E05779,SO2,,428.14063157894736
R5,,E06319,SO2,,428.14063157894736
R5,,E06349,SO2,,428.14063157894736
R5,,E06479,SO2,,428.14063157894736
R5,,E06499,SO2,,428.14063157894736
R5,,E06539,SO2,,428.14063157894736
R5,,E06649,SO2,,428.14063157894736
R5,,E06669,SO2,,428.14063157894736
R5,,E06689,SO2,,428.14063157894736
R5,,E06809,SO2,,428.14063157894736
R5,,E06839,SO2,,428.14063157894736
R5,,E06979,SO2,,428.14063157894736
R5,,E07069,SO2,,428.14063157894736
R5,,E07229,SO2,,428.14063157894736
R5,,E07399,SO2,,428.14063157894736
R5,,E07709,SO2,,428.14063157894736
R5,,E07789,SO2,,428.14063157894736
R5,,E07839,SO2,,428.14063157894736
R5,,E07859,SO2,,428.14063157894736
R5,,E07869,SO2,,428.14063157894736
R5,,E08009,SO2,,428.14063157894736
R5,,E08019,SO2,,428.14063157894736
R5,,E08239,SO2,,428.14063157894736
R5,,E08259,SO2,,428.14063157894736
R5,,E08309,SO2,,428.14063157894736
R5,,E08349,SO2,,428.14063157894736
R5,,E08439,SO2,,428.14063157894736
R5,,E08499,SO2,,428.14063157894736
R5,,E08599,SO2,,428.14063157894736
R5,,E08669,SO2,,428.14063157894736
R5,,E08699,SO2,,428.14063157894736
R5,,E08789,SO2,,428.14063157894736
R5,,E08829,SO2,,428.14063157894736
R5,,E08899,SO2,,428.14063157894736
R5,,E08909,SO2,,428.14063157894736
R5,,E08919,SO2,,428.14063157894736
R5,,E08979,SO2,,428.14063157894736
R5,,E09019,SO2,,428.14063157894736
R5,,E09089,SO2,,428.14063157894736
R5,,E09119,SO2,,428.14063157894736
R5,,E09129,SO2,,428.14063157894736
R5,,E09199,SO2,,428.14063157894736
R5,,E09299,SO2,,428.14063157894736
R5,,E09309,SO2,,428.14063157894736
R5,,E09449,SO2,,428.14063157894736
R5,,E09519,SO2,,428.14063157894736
R5,,E09689,SO2,,428.14063157894736
R5,,E09719,SO2,,428.14063157894736
R5,,E09799,SO2,,428.14063157894736
R5,,E09919,SO2,,428.14063157894736
R5,,E09939,SO2,,428.14063157894736
R5,,E09959,SO2,,428.14063157894736
R5,,E09979,SO2,,428.14063157894736
R5,,E10029,SO2,,428.14063157894736
R5,,E10119,SO2,,428.14063157894736
R5,,E10149,SO2,,428.14063157894736
R5,,E10169,SO2,,428.14063157894736
R5,,E10329,SO2,,428.14063157894736
R5,,E10349,SO2,,428.14063157894736
R5,,E10389,SO2,,428.14063157894736
R5,,E10399,SO2,,428.14063157894736
R5,,E10469,SO2,,428.14063157894736
R5,,E10499,SO2,,428.14063157894736
R5,,E10539,SO2,,428.14063157894736
R5,,E10569,SO2,,428.14063157894736
R5,,E10639,SO2,,428.14063157894736
R5,,E10669,SO2,,428.14063157894736
R5,,E10679,SO2,,428.14063157894736
R5,,E10729,SO2,,428.14063157894736
R5,,E11059,SO2,,428.14063157894736
R5,,E11489,SO2,,428.14063157894736
R5,,E11509,SO2,,428.14063157894736
R5,,E11579,SO2,,428.14063157894736
R5,,E11609,SO2,,428.14063157894736
R5,,E11649,SO2,,428.14063157894736
R5,,E11719,SO2,,428.14063157894736
R5,,E11749,SO2,,428.14063157894736
R5,,E11779,SO2,,428.14063157894736
R5,,E11869,SO2,,428.14063157894736
R5,,E11939,SO2,,428.14063157894736
R5,,E11949,SO2,,428.14063157894736
R5,,E12069,SO2,,428.14063157894736
R5,,E12139,SO2,,428.14063157894736
R5,,E12159,SO2,,428.14063157894736
R5,,E12249,SO2,,428.14063157894736
R5,,E12289,SO2,,428.14063157894736
R5,,E12349,SO2,,428.14063157894736
R5,,E12419,SO2,,428.14063157894736
R5,,E12709,SO2,,428.14063157894736
R5,,E12839,SO2,,428.14063157894736
R5,,E12879,SO2,,428.14063157894736
R5,,E13039,SO2,,428.14063157894736
R5,,E13139,SO2,,428.14063157894736
R5,,E13249,SO2,,428.14063157894736
R5,,E13319,SO2,,428.14063157894736
R5,,E13499,SO2,,428.14063157894736
R5,,E13559,SO2,,428.14063157894736
R5,,E13599,SO2,,428.14063157894736
R5,,E13719,SO2,,428.14063157894736
R5,,E13739,SO2,,428.14063157894736
R5,,E13819,SO2,,428.14063157894736
R5,,E14069,SO2,,428.14063157894736
R5,,E14139,SO2,,428.14063157894736
R5,,E14479,SO2,,428.14063157894736
R5,,E14579,SO2,,428.14063157894736
R5,,E14669,SO2,,428.14063157894736
R5,,E14729,SO2,,428.14063157894736
R5,,E14739,SO2,,428.14063157894736
R5,,E14779,SO2,,428.14063157894736
R5,,E14809,SO2,,428.14063157894736
R5,,E14879,SO2,,428.14063157894736
R5,,E14959,SO2,,428.14063157894736
R5,,E15029,SO2,,428.14063157894736
R5,,E15079,SO2,,428.14063157894736
R5,,E15089,SO2,,428.14063157894736
R5,,E15119,SO2,,428.14063157894736
R5,,E15159,SO2,,428.14063157894736
R5,,E15199,SO2,,428.14063157894736
R5,,E15329,SO2,,428.14063157894736
R5,,E15579,SO2,,428.14063157894736
R5,,E15679,SO2,,428.14063157894736
R5,,E15699,SO2,,428.14063157894736
R5,,E15749,SO2,,428.14063157894736
R5,,E15759,SO2,,428.14063157894736
R5,,E15809,SO2,,428.14063157894736
R5,,E15819,SO2,,428.14063157894736
R5,,E15829,SO2,,428.14063157894736
R5,,E15859,SO2,,428.14063157894736
R5,,E15899,SO2,,428.14063157894736
R5,,E15939,SO2,,428.14063157894736
R5,,E16229,SO2,,428.14063157894736
R5,,E16339,SO2,,428.14063157894736
R5,,E16689,SO2,,428.14063157894736
R5,,E16699,SO2,,428.14063157894736
R5,,E16819,SO2,,428.14063157894736
R5,,E16859,SO2,,428.14063157894736
R5,,E17019,SO2,,428.14063157894736
R5,,E17029,SO2,,428.14063157894736
R5,,E17069,SO2,,428.14063157894736
R5,,E17119,SO2,,428.14063157894736
R5,,E17179,SO2,,428.14063157894736
R5,,E17259,SO2,,428.14063157894736
R5,,E17329,SO2,,428.14063157894736
R5,,E17359,SO2,,428.14063157894736
R5,,E17459,SO2,,428.14063157894736
R5,,E17529,SO2,,428.14063157894736
R5,,E17699,SO2,,428.14063157894736
R5,,E17709,SO2,,428.14063157894736
R5,,E17759,SO2,,428.14063157894736
