Plant_ID,Stack_ID,TS,Source_Type,Sector,PM2.5,SO2,NOx,Unit,Status,Lat,Lon,AQI_Overall,AQI_Category,Any_Exceedance,Hour,DayOfWeek
PL-03,S-01,2025-01-10 14:30:00,Stack,Steel,,,,ug/m3,MAINT,13.44,77.12,,Severe,False,14.0,Friday
PL-02,S-01,2025-01-10 14:30:00,Stack,Cement,262.85714285714283,190.0,210.8571428571429,ug/m3,OK,19.08,72.88,525.7142857142857,Severe,True,14.0,Friday
LOC-DEL-01,A-01,2025-01-10 14:30:00,Ambient,,131.8,150.0,158.3,ug/m3,OFFLINE,28.61,77.21,263.6,Poor,True,14.0,Friday
LOC-BLR-01,A-01,2025-01-10 14:30:00,Ambient,,383.3647793505412,122.6,98.7,ug/m3,DOWN,12.97,77.59,766.7295587010824,Severe,True,14.0,Friday
LOC-DEL-02,A-02,2025-01-10 14:30:00,Ambient,,203.83838383838383,176.46464646464645,73.43434343434343,ug/m3,FAULT,28.62,77.22,407.67676767676767,Severe,True,14.0,Friday
PL-03,S-03,2025-01-10 14:45:00,Stack,Steel,155.14851485148515,100.3960396039604,187.42574257425744,ug/m3,OK,12.97,77.6,310.2970297029703,Very Poor,True,14.0,Friday
LOC-DEL-01,A-01,2025-01-10 14:45:00,Ambient,,,,,ug/m3,MAINT,28.61,77.21,,Severe,False,14.0,Friday
PL-02,S-01,2025-01-10 14:45:00,Stack,Cement,,,,ug/m3,MAINT,19.08,72.88,,Severe,False,14.0,Friday
LOC-MUM-01,A-01,2025-01-10 14:45:00,Ambient,,36.17647058823529,14.80392156862745,148.33333333333331,ug/m3,OK,19.08,72.88,177.99999999999997,Moderate,True,14.0,Friday
PL-01,S-01,2025-01-10 14:45:00,Stack,Power,153.62745098039215,143.52941176470588,142.7450980392157,ug/m3,FAULT,13.69,79.66,307.2549019607843,Very Poor,True,14.0,Friday
PL-01,S-02,2025-01-10 14:45:00,Stack,Power,36.0204081632653,24.18367346938776,130.61224489795916,ug/m3,FAULT,13.08,80.27,156.734693877551,Moderate,False,14.0,Friday
PL-03,S-02,2025-01-10 14:45:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,14.0,Friday
LOC-BLR-01,A-01,2025-01-10 14:45:00,Ambient,,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,14.0,Friday
LOC-DEL-02,A-02,2025-01-10 14:45:00,Ambient,,189.1919191919192,166.06060606060606,172.4242424242424,ug/m3,OK,29.01,76.82,378.3838383838384,Very Poor,True,14.0,Friday
LOC-BLR-01,A-01,2025-01-10 15:00:00,Ambient,,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,15.0,Friday
PL-03,S-03,2025-01-10 15:00:00,Stack,Steel,409.6,448.7,466.1,ug/m3,OFFLINE,12.97,77.59,819.2,Severe,True,15.0,Friday
PL-03,S-01,2025-01-10 15:00:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,15.0,Friday
LOC-DEL-01,A-01,2025-01-10 15:00:00,Ambient,,,,,ug/m3,MAINT,28.61,77.21,,Severe,False,15.0,Friday
PL-03,S-02,2025-01-10 15:00:00,Stack,Steel,94.5,181.9,375.095059838575,ug/m3,OK,12.97,77.59,450.11407180629004,Severe,False,15.0,Friday
LOC-DEL-02,A-02,2025-01-10 15:00:00,Ambient,,129.5959595959596,135.35353535353536,105.55555555555556,ug/m3,OK,28.62,77.21,259.1919191919192,Poor,True,15.0,Friday
LOC-MUM-01,A-01,2025-01-10 15:00:00,Ambient,,364.6198471030702,124.11764705882352,67.74509803921568,ug/m3,ERROR,72.88,19.08,729.2396942061404,Severe,True,15.0,Friday
PL-02,S-01,2025-01-10 15:00:00,Stack,Cement,113.8095238095238,421.1168358053604,65.9047619047619,ug/m3,OK,19.08,72.88,631.6752537080406,Severe,True,15.0,Friday
LOC-BLR-01,A-01,2025-01-10 15:15:00,Ambient,,87.39999999999999,63.89999999999999,134.3,ug/m3,FAULT,12.97,77.59,174.79999999999998,Moderate,True,15.0,Friday
PL-03,S-03,2025-01-10 15:15:00,Stack,Steel,392.3960423584437,147.5247524752475,189.1089108910891,ug/m3,FAULT,12.97,77.6,784.7920847168874,Severe,True,15.0,Friday
PL-03,S-01,2025-01-10 15:15:00,Stack,Steel,144.63636363636363,93.45454545454544,12.909090909090908,ug/m3,FAULT,12.97,77.59,289.27272727272725,Poor,False,15.0,Friday
PL-02,S-01,2025-01-10 15:15:00,Stack,Cement,163.99999999999997,69.80952380952381,36.76190476190476,ug/m3,FAULT,19.08,72.88,327.99999999999994,Very Poor,True,15.0,Friday
PL-01,S-02,2025-01-10 15:15:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,15.0,Friday
PL-01,S-01,2025-01-10 15:15:00,Stack,Power,409.6,448.7,466.1,ug/m3,FAULT,13.08,80.27,819.2,Severe,True,15.0,Friday
PL-03,S-02,2025-01-10 15:15:00,Stack,Steel,251.0,95.7,14.9,ug/m3,OK,12.97,77.59,502.0,Severe,True,15.0,Friday
LOC-DEL-01,A-01,2025-01-10 15:15:00,Ambient,,88.2,448.7,145.5,ug/m3,OK,28.61,77.21,673.05,Severe,True,15.0,Friday
LOC-DEL-02,A-02,2025-01-10 15:15:00,Ambient,,255.45454545454547,128.2828282828283,285.959595959596,ug/m3,OK,28.62,77.22,510.90909090909093,Severe,True,15.0,Friday
PL-02,S-01,2025-01-10 15:30:00,Stack,Cement,172.47619047619045,220.7619047619048,175.61904761904762,ug/m3,DOWN,19.08,72.88,344.9523809523809,Very Poor,True,15.0,Friday
PL-03,S-01,2025-01-10 15:30:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.6,,Severe,False,15.0,Friday
LOC-MUM-01,A-01,2025-01-10 15:30:00,Ambient,,76.86274509803921,176.5686274509804,63.92156862745097,ug/m3,OFFLINE,19.08,72.88,264.8529411764706,Poor,True,15.0,Friday
LOC-DEL-01,A-01,2025-01-10 15:30:00,Ambient,,138.70000000000002,448.73145598665,183.1,ug/m3,OK,28.61,77.21,673.0971839799751,Severe,True,15.0,Friday
LOC-DEL-02,A-02,2025-01-10 15:30:00,Ambient,,409.6,195.55555555555557,145.85858585858583,ug/m3,OK,28.62,77.21,819.2,Severe,True,15.0,Friday
PL-03,S-02,2025-01-10 15:30:00,Stack,Steel,396.2200027820281,104.6,138.1,ug/m3,OK,12.97,77.6,792.4400055640562,Severe,True,15.0,Friday
PL-01,S-01,2025-01-10 15:30:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,15.0,Friday
PL-01,S-02,2025-01-10 15:30:00,Stack,Power,112.9591836734694,178.06122448979593,117.95918367346938,ug/m3,OK,13.08,80.27,267.0918367346939,Poor,False,15.0,Friday
PL-03,S-03,2025-01-10 15:30:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,15.0,Friday
LOC-BLR-01,A-01,2025-01-10 15:30:00,Ambient,,33.2,65.3,121.3,ug/m3,FAULT,12.97,77.59,145.56,Moderate,True,15.0,Friday
LOC-DEL-02,A-02,2025-01-10 15:45:00,Ambient,,409.6,448.7,466.1,ug/m3,OK,28.62,77.22,819.2,Severe,True,15.0,Friday
PL-01,S-01,2025-01-10 15:45:00,Stack,Power,156.27450980392155,133.72549019607845,137.35294117647058,ug/m3,OK,13.08,80.27,312.5490196078431,Very Poor,True,15.0,Friday
LOC-BLR-01,A-01,2025-01-10 15:45:00,Ambient,,134.4,400.68591194968553,407.66356460324056,ug/m3,FAULT,12.97,77.59,601.0288679245283,Severe,True,15.0,Friday
PL-02,S-01,2025-01-10 15:45:00,Stack,Cement,46.095238095238095,68.0,85.52380952380952,ug/m3,FAULT,19.08,72.88,102.62857142857142,Moderate,False,15.0,Friday
PL-01,S-02,2025-01-10 15:45:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,15.0,Friday
PL-03,S-02,2025-01-10 15:45:00,Stack,Steel,62.1,138.0,152.70000000000002,ug/m3,OK,12.97,77.6,207.0,Poor,False,15.0,Friday
LOC-DEL-01,A-01,2025-01-10 15:45:00,Ambient,,,,,ug/m3,MAINT,28.61,77.21,,Severe,False,15.0,Friday
LOC-MUM-01,A-01,2025-01-10 15:45:00,Ambient,,122.35294117647058,249.21568627450975,37.05882352941177,ug/m3,OFFLINE,19.08,72.88,373.82352941176464,Very Poor,True,15.0,Friday
PL-03,S-01,2025-01-10 15:45:00,Stack,Steel,179.81818181818178,118.99999999999996,33.09090909090909,ug/m3,OK,12.97,77.59,359.63636363636357,Very Poor,True,15.0,Friday
PL-03,S-02,2025-01-10 16:00:00,Stack,Steel,177.1,100.3,79.9,ug/m3,FAULT,12.97,77.6,354.2,Very Poor,True,16.0,Friday
LOC-MUM-01,A-01,2025-01-10 16:00:00,Ambient,,159.41176470588235,86.37254901960783,422.9499679174688,ug/m3,OK,19.08,72.88,507.5399615009626,Severe,True,16.0,Friday
PL-02,S-01,2025-01-10 16:00:00,Stack,Cement,376.9196818685191,62.66666666666666,75.14285714285714,ug/m3,OK,19.08,72.88,753.8393637370382,Severe,True,16.0,Friday
PL-03,S-01,2025-01-10 16:00:00,Stack,Steel,170.9090909090909,102.54545454545452,76.0,ug/m3,DOWN,12.97,77.6,341.8181818181818,Very Poor,True,16.0,Friday
LOC-DEL-01,A-01,2025-01-10 16:00:00,Ambient,,196.0,54.6,217.0,ug/m3,OK,28.61,77.21,392.0,Very Poor,True,16.0,Friday
PL-03,S-03,2025-01-10 16:00:00,Stack,Steel,112.97029702970296,409.5066663189264,143.96039603960398,ug/m3,OK,12.97,77.59,614.2599994783897,Severe,True,16.0,Friday
LOC-BLR-01,A-01,2025-01-10 16:00:00,Ambient,,,,,ug/m3,MAINT,12.97,77.6,,Severe,False,16.0,Friday
PL-01,S-01,2025-01-10 16:00:00,Stack,Power,196.37254901960785,56.96078431372549,189.11764705882356,ug/m3,OK,13.08,80.27,392.7450980392157,Very Poor,True,16.0,Friday
PL-01,S-02,2025-01-10 16:00:00,Stack,Power,409.5590485880151,163.46938775510205,157.75510204081635,ug/m3,FAULT,13.08,80.27,819.1180971760302,Severe,True,16.0,Friday
LOC-DEL-02,A-02,2025-01-10 16:00:00,Ambient,,145.55555555555554,127.87878787878788,102.12121212121212,ug/m3,OK,28.62,77.22,291.1111111111111,Poor,True,16.0,Friday
LOC-MUM-01,A-01,2025-01-10 16:15:00,Ambient,,141.27450980392155,419.8437564499484,466.1,ug/m3,FAULT,19.08,72.88,629.7656346749226,Severe,True,16.0,Friday
LOC-DEL-02,A-02,2025-01-10 16:15:00,Ambient,,90.80808080808082,91.31313131313132,103.53535353535354,ug/m3,OK,28.62,77.22,181.61616161616163,Moderate,True,16.0,Friday
PL-01,S-01,2025-01-10 16:15:00,Stack,Power,187.843137254902,448.7,224.7058823529412,ug/m3,OK,13.08,80.27,673.05,Severe,True,16.0,Friday
PL-03,S-02,2025-01-10 16:15:00,Stack,Steel,138.3,162.9,153.6,ug/m3,OK,12.97,77.6,276.6,Poor,False,16.0,Friday
PL-01,S-02,2025-01-10 16:15:00,Stack,Power,409.5590485880151,107.85714285714286,188.97959183673476,ug/m3,FAULT,13.08,80.27,819.1180971760302,Severe,True,16.0,Friday
PL-03,S-03,2025-01-10 16:15:00,Stack,Steel,409.6,83.86138613861387,157.4257425742574,ug/m3,FAULT,12.97,77.6,819.2,Severe,True,16.0,Friday
LOC-DEL-01,A-01,2025-01-10 16:15:00,Ambient,,41.9,88.7,175.20000000000002,ug/m3,FAULT,28.61,77.21,210.24,Poor,True,16.0,Friday
LOC-BLR-01,A-01,2025-01-10 16:15:00,Ambient,,211.7,150.9,91.4,ug/m3,OK,12.97,77.59,423.4,Severe,True,16.0,Friday
PL-02,S-01,2025-01-10 16:15:00,Stack,Cement,,,,ug/m3,MAINT,19.08,72.88,,Severe,False,16.0,Friday
PL-03,S-01,2025-01-10 16:30:00,Stack,Steel,409.6,448.7,466.1,ug/m3,OK,12.97,77.6,819.2,Severe,True,16.0,Friday
LOC-DEL-02,A-02,2025-01-10 16:30:00,Ambient,,116.86868686868688,149.4949494949495,151.91919191919192,ug/m3,OK,28.62,77.21,233.73737373737376,Poor,True,16.0,Friday
PL-01,S-02,2025-01-10 16:30:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,16.0,Friday
LOC-DEL-01,A-01,2025-01-10 16:30:00,Ambient,,265.9,14.9,79.10000000000001,ug/m3,FAULT,28.61,77.21,531.8,Severe,True,16.0,Friday
PL-02,S-01,2025-01-10 16:30:00,Stack,Cement,144.19047619047618,158.95238095238096,138.19047619047618,ug/m3,OK,19.08,72.88,288.38095238095235,Poor,False,16.0,Friday
PL-03,S-02,2025-01-10 16:30:00,Stack,Steel,61.4,413.5017329821156,48.2,ug/m3,OK,12.97,77.6,620.2525994731734,Severe,True,16.0,Friday
LOC-BLR-01,A-01,2025-01-10 16:30:00,Ambient,,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,16.0,Friday
PL-03,S-03,2025-01-10 16:30:00,Stack,Steel,114.65346534653465,150.0990099009901,140.0990099009901,ug/m3,OFFLINE,12.97,77.6,229.3069306930693,Poor,False,16.0,Friday
PL-01,S-01,2025-01-10 16:30:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,16.0,Friday
LOC-BLR-01,A-01,2025-01-10 16:45:00,Ambient,,409.6,448.7,466.1,ug/m3,OK,12.97,77.6,819.2,Severe,True,16.0,Friday
PL-03,S-03,2025-01-10 16:45:00,Stack,Steel,392.3960423584437,176.23762376237624,153.46534653465346,ug/m3,FAULT,12.97,77.59,784.7920847168874,Severe,True,16.0,Friday
PL-01,S-01,2025-01-10 16:45:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,16.0,Friday
LOC-DEL-02,A-02,2025-01-10 16:45:00,Ambient,,,,,ug/m3,MAINT,28.62,77.22,,Severe,False,16.0,Friday
PL-03,S-02,2025-01-10 16:45:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,16.0,Friday
PL-01,S-02,2025-01-10 16:45:00,Stack,Power,85.10204081632652,183.265306122449,57.142857142857146,ug/m3,ERROR,13.08,80.27,274.8979591836735,Poor,False,16.0,Friday
LOC-MUM-01,A-01,2025-01-10 16:45:00,Ambient,,,,,ug/m3,MAINT,19.08,72.88,,Severe,False,16.0,Friday
LOC-DEL-01,A-01,2025-01-10 16:45:00,Ambient,,,,,ug/m3,MAINT,28.61,77.21,,Severe,False,16.0,Friday
PL-03,S-03,2025-01-10 17:00:00,Stack,Steel,392.3960423584437,132.37623762376236,146.13861386138612,ug/m3,FAULT,12.97,77.6,784.7920847168874,Severe,True,17.0,Friday
PL-01,S-02,2025-01-10 17:00:00,Stack,Power,119.89795918367348,186.73469387755105,145.10204081632656,ug/m3,OK,13.08,80.27,280.10204081632656,Poor,False,17.0,Friday
LOC-DEL-02,A-02,2025-01-10 17:00:00,Ambient,,212.62626262626264,121.71717171717172,146.36363636363637,ug/m3,FAULT,29.01,76.82,425.2525252525253,Severe,True,17.0,Friday
LOC-BLR-01,A-01,2025-01-10 17:00:00,Ambient,,,,,ug/m3,MAINT,12.97,77.6,,Severe,False,17.0,Friday
PL-03,S-01,2025-01-10 17:00:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,17.0,Friday
LOC-DEL-01,A-01,2025-01-10 17:00:00,Ambient,,169.1,72.5,131.8,ug/m3,FAULT,28.61,77.21,338.2,Very Poor,True,17.0,Friday
PL-02,S-01,2025-01-10 17:00:00,Stack,Cement,130.66666666666666,77.23809523809523,76.0,ug/m3,OK,19.08,72.88,261.3333333333333,Poor,False,17.0,Friday
LOC-MUM-01,A-01,2025-01-10 17:00:00,Ambient,,117.15686274509804,97.6470588235294,14.80392156862745,ug/m3,OK,19.08,72.88,234.31372549019608,Poor,True,17.0,Friday
PL-03,S-02,2025-01-10 17:00:00,Stack,Steel,191.9,74.7,117.9,ug/m3,OK,12.97,77.6,383.8,Very Poor,True,17.0,Friday
PL-01,S-01,2025-01-10 17:00:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,17.0,Friday
LOC-DEL-01,A-01,2025-01-10 17:15:00,Ambient,,106.1,98.5,112.8,ug/m3,OK,28.61,77.21,212.2,Poor,True,17.0,Friday
PL-03,S-01,2025-01-10 17:15:00,Stack,Steel,169.90909090909088,146.27272727272725,127.54545454545452,ug/m3,FAULT,12.97,77.59,339.81818181818176,Very Poor,True,17.0,Friday
LOC-MUM-01,A-01,2025-01-10 17:15:00,Ambient,,126.17647058823528,156.5686274509804,422.9499679174688,ug/m3,OK,19.08,72.88,507.5399615009626,Severe,True,17.0,Friday
PL-01,S-02,2025-01-10 17:15:00,Stack,Power,193.57142857142856,431.7518212455958,155.2040816326531,ug/m3,DOWN,13.08,80.27,647.6277318683938,Severe,True,17.0,Friday
PL-02,S-01,2025-01-10 17:15:00,Stack,Cement,,,,ug/m3,MAINT,19.08,72.88,,Severe,False,17.0,Friday
LOC-BLR-01,A-01,2025-01-10 17:15:00,Ambient,,122.9,67.1,219.4,ug/m3,OK,12.97,77.59,263.28,Poor,True,17.0,Friday
LOC-DEL-02,A-02,2025-01-10 17:15:00,Ambient,,66.36363636363637,87.97979797979798,114.84848484848486,ug/m3,OK,28.62,77.21,137.8181818181818,Moderate,True,17.0,Friday
PL-01,S-01,2025-01-10 17:15:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,17.0,Friday
PL-03,S-03,2025-01-10 17:15:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,17.0,Friday
LOC-DEL-01,A-01,2025-01-10 17:30:00,Ambient,,409.6,448.7,466.1,ug/m3,OK,28.61,77.21,819.2,Severe,True,17.0,Friday
PL-01,S-01,2025-01-10 17:30:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,17.0,Friday
LOC-MUM-01,A-01,2025-01-10 17:30:00,Ambient,,,,,ug/m3,MAINT,19.08,72.88,,Severe,False,17.0,Friday
PL-02,S-01,2025-01-10 17:30:00,Stack,Cement,139.9047619047619,115.8095238095238,77.9047619047619,ug/m3,OK,19.08,72.88,279.8095238095238,Poor,False,17.0,Friday
PL-03,S-02,2025-01-10 17:30:00,Stack,Steel,200.6,122.0,14.9,ug/m3,FAULT,12.97,77.6,401.2,Severe,True,17.0,Friday
PL-03,S-03,2025-01-10 17:30:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,17.0,Friday
LOC-BLR-01,A-01,2025-01-10 17:30:00,Ambient,,47.1,205.6,162.70000000000002,ug/m3,FAULT,12.97,77.6,308.4,Very Poor,True,17.0,Friday
PL-03,S-01,2025-01-10 17:30:00,Stack,Steel,74.72727272727272,188.72727272727272,97.63636363636364,ug/m3,OFFLINE,12.97,77.6,283.09090909090907,Poor,False,17.0,Friday
PL-01,S-02,2025-01-10 17:30:00,Stack,Power,165.00000000000003,112.75510204081633,166.73469387755102,ug/m3,OK,13.08,80.27,330.00000000000006,Very Poor,True,17.0,Friday
LOC-DEL-02,A-02,2025-01-10 17:30:00,Ambient,,15.151515151515152,166.36363636363637,91.31313131313132,ug/m3,FAULT,28.62,77.22,249.54545454545456,Poor,True,17.0,Friday
PL-01,S-01,2025-01-10 17:45:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,17.0,Friday
LOC-DEL-01,A-01,2025-01-10 17:45:00,Ambient,,84.0,448.73145598665,14.9,ug/m3,OK,28.61,77.21,673.0971839799751,Severe,True,17.0,Friday
PL-02,S-01,2025-01-10 17:45:00,Stack,Cement,136.0,69.6190476190476,46.57142857142857,ug/m3,FAULT,19.08,72.88,272.0,Poor,False,17.0,Friday
LOC-BLR-01,A-01,2025-01-10 17:45:00,Ambient,,152.60000000000002,107.7,100.3,ug/m3,FAULT,12.97,77.59,305.20000000000005,Very Poor,True,17.0,Friday
LOC-DEL-02,A-02,2025-01-10 17:45:00,Ambient,,409.6,76.46464646464646,396.32242931406114,ug/m3,OFFLINE,28.62,77.21,819.2,Severe,True,17.0,Friday
PL-03,S-01,2025-01-10 17:45:00,Stack,Steel,179.4545454545454,225.18181818181816,127.18181818181814,ug/m3,FAULT,12.97,77.6,358.9090909090908,Very Poor,True,17.0,Friday
PL-03,S-03,2025-01-10 17:45:00,Stack,Steel,199.1089108910891,409.5066663189264,62.37623762376238,ug/m3,OK,12.97,77.59,614.2599994783897,Severe,True,17.0,Friday
PL-01,S-02,2025-01-10 17:45:00,Stack,Power,64.48979591836735,431.7518212455958,153.265306122449,ug/m3,ERROR,13.08,80.27,647.6277318683938,Severe,True,17.0,Friday
LOC-MUM-01,A-01,2025-01-10 17:45:00,Ambient,,52.64705882352941,167.35294117647058,83.62745098039215,ug/m3,FAULT,19.08,72.88,251.02941176470586,Poor,True,17.0,Friday
LOC-DEL-01,A-01,2025-01-10 18:00:00,Ambient,,,,,ug/m3,MAINT,28.61,77.21,,Severe,False,18.0,Friday
PL-03,S-02,2025-01-10 18:00:00,Stack,Steel,162.0,43.0,137.20000000000002,ug/m3,OFFLINE,12.97,77.59,324.0,Very Poor,True,18.0,Friday
LOC-DEL-02,A-02,2025-01-10 18:00:00,Ambient,,,,,ug/m3,MAINT,29.01,76.82,,Severe,False,18.0,Friday
PL-01,S-02,2025-01-10 18:00:00,Stack,Power,409.5590485880151,118.06122448979592,82.34693877551021,ug/m3,FAULT,13.08,80.27,819.1180971760302,Severe,True,18.0,Friday
LOC-MUM-01,A-01,2025-01-10 18:00:00,Ambient,,,,,ug/m3,MAINT,19.08,72.88,,Severe,False,18.0,Friday
PL-01,S-01,2025-01-10 18:00:00,Stack,Power,,,,ug/m3,MAINT,13.08,80.27,,Severe,False,18.0,Friday
PL-03,S-03,2025-01-10 18:00:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.6,,Severe,False,18.0,Friday
PL-02,S-01,2025-01-10 18:00:00,Stack,Cement,376.9196818685191,66.47619047619047,28.95238095238095,ug/m3,OK,19.08,72.88,753.8393637370382,Severe,True,18.0,Friday
PL-03,S-01,2025-01-10 18:00:00,Stack,Steel,154.54545454545453,182.81818181818176,168.18181818181816,ug/m3,FAULT,12.97,77.59,309.09090909090907,Very Poor,True,18.0,Friday
LOC-BLR-01,A-01,2025-01-10 18:00:00,Ambient,,149.4,78.7,206.0,ug/m3,FAULT,12.97,77.59,298.8,Poor,True,18.0,Friday
PL-03,S-02,2025-01-10 18:15:00,Stack,Steel,409.6,229.4,22.6,ug/m3,OK,12.97,77.6,819.2,Severe,True,18.0,Friday
LOC-DEL-01,A-01,2025-01-10 18:15:00,Ambient,,,,,ug/m3,MAINT,28.61,77.21,,Severe,False,18.0,Friday
LOC-DEL-02,A-02,2025-01-10 18:15:00,Ambient,,138.58585858585857,76.56565656565657,57.37373737373737,ug/m3,FAULT,28.62,77.22,277.17171717171715,Poor,True,18.0,Friday
LOC-BLR-01,A-01,2025-01-10 18:15:00,Ambient,,131.0,135.3,160.0,ug/m3,FAULT,12.97,77.59,262.0,Poor,True,18.0,Friday
PL-02,S-01,2025-01-10 18:15:00,Stack,Cement,100.47619047619048,248.76190476190476,59.8095238095238,ug/m3,FAULT,19.08,72.88,373.1428571428571,Very Poor,True,18.0,Friday
PL-03,S-01,2025-01-10 18:15:00,Stack,Steel,162.8181818181818,95.72727272727272,340.3591453077955,ug/m3,OK,12.97,77.6,408.43097436935454,Severe,True,18.0,Friday
LOC-MUM-01,A-01,2025-01-10 18:15:00,Ambient,,163.33333333333331,131.76470588235296,113.4313725490196,ug/m3,OK,19.08,72.88,326.66666666666663,Very Poor,True,18.0,Friday
PL-01,S-02,2025-01-10 18:15:00,Stack,Power,136.8367346938776,431.7518212455958,433.1033328500644,ug/m3,FAULT,13.08,80.27,647.6277318683938,Severe,True,18.0,Friday
PL-03,S-03,2025-01-10 18:15:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,18.0,Friday
PL-01,S-01,2025-01-10 18:15:00,Stack,Power,119.41176470588236,226.37254901960785,129.90196078431373,ug/m3,OK,13.08,80.27,339.55882352941177,Very Poor,True,18.0,Friday
PL-03,S-02,2025-01-10 18:30:00,Stack,Steel,219.9,93.0,202.2,ug/m3,FAULT,12.97,77.59,439.8,Severe,True,18.0,Friday
PL-02,S-01,2025-01-10 18:30:00,Stack,Cement,376.9196818685191,45.71428571428572,396.9245931790013,ug/m3,FAULT,19.08,72.88,753.8393637370382,Severe,True,18.0,Friday
LOC-DEL-01,A-01,2025-01-10 18:30:00,Ambient,,409.6,448.7,466.1,ug/m3,OK,28.61,76.88,819.2,Severe,True,18.0,Friday
PL-01,S-01,2025-01-10 18:30:00,Stack,Power,136.27450980392155,68.33333333333333,107.15686274509804,ug/m3,OK,13.08,80.27,272.5490196078431,Poor,False,18.0,Friday
LOC-BLR-01,A-01,2025-01-10 18:30:00,Ambient,,,,,ug/m3,MAINT,12.97,77.6,,Severe,False,18.0,Friday
PL-01,S-02,2025-01-10 18:30:00,Stack,Power,183.77551020408168,190.00000000000003,15.102040816326532,ug/m3,FAULT,13.08,80.27,367.55102040816337,Very Poor,True,18.0,Friday
PL-03,S-03,2025-01-10 18:30:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,18.0,Friday
PL-03,S-01,2025-01-10 18:30:00,Stack,Steel,112.27272727272728,135.18181818181816,154.27272727272725,ug/m3,ERROR,12.97,77.59,224.54545454545456,Poor,False,18.0,Friday
LOC-MUM-01,A-01,2025-01-10 18:30:00,Ambient,,153.72549019607845,100.58823529411764,189.7058823529412,ug/m3,OK,19.08,72.88,307.4509803921569,Very Poor,True,18.0,Friday
PL-03,S-01,2025-01-10 18:45:00,Stack,Steel,162.8181818181818,137.8181818181818,174.7272727272727,ug/m3,OK,12.97,77.59,325.6363636363636,Very Poor,True,18.0,Friday
PL-03,S-02,2025-01-10 18:45:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.6,,Severe,False,18.0,Friday
PL-03,S-03,2025-01-10 18:45:00,Stack,Steel,,,,ug/m3,MAINT,12.97,77.59,,Severe,False,18.0,Friday
LOC-DEL-01,A-01,2025-01-10 18:45:00,Ambient,,,,,ug/m3,MAINT,28.61,77.21,,Severe,False,18.0,Friday
LOC-DEL-02,A-02,2025-01-10 18:45:00,Ambient,,409.6,420.0599984810512,80.5050505050505,ug/m3,OK,28.62,77.21,819.2,Severe,True,18.0,Friday
LOC-BLR-01,A-01,2025-01-10 18:45:00,Ambient,,162.60000000000002,68.3,181.4,ug/m3,FAULT,12.97,77.6,325.20000000000005,Very Poor,True,18.0,Friday
PL-01,S-02,2025-01-10 18:45:00,Stack,Power,138.16326530612247,164.38775510204084,433.1033328500644,ug/m3,OFFLINE,13.08,80.27,519.7239994200772,Severe,True,18.0,Friday
LOC-DEL-01,A-01,2025-01-10 19:00:00,Ambient,,,,,ug/m3,MAINT,28.94,76.88,,Severe,False,19.0,Friday
PL-03,S-01,2025-01-10 19:00:00,Stack,Steel,409.6,448.7,466.1,ug/m3,OK,12.97,77.59,819.2,Severe,True,19.0,Friday
PL-01,S-01,2025-01-10 19:00:00,Stack,Power,108.82352941176472,14.215686274509803,87.45098039215686,ug/m3,FAULT,13.08,80.27,217.64705882352945,Poor,False,19.0,Friday
PL-02,S-01,2025-01-10 19:00:00,Stack,Cement,376.9196818685191,104.66666666666669,127.23809523809524,ug/m3,OK,19.08,72.88,753.8393637370382,Severe,True,19.0,Friday
LOC-MUM-01,A-01,2025-01-10 19:00:00,Ambient,,,,,ug/m3,MAINT,19.08,72.88,,Severe,False,19.0,Friday
